Unique.Specimen.Identifier,Family1,Order1,Sequence,Specimen.number,Source,Sex,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Sample.Number,Measurer,Avonet.Protocol.Used,Protocol.both.pairs,Protocol.neither.pair
Pionus chalcopterus_1891.4.1.51,Psittacidae,PSITTACIFORMES,4159,1891.4.1.51,NHMUK,M,32.7,NA,14,NA,19,189,NA,NA,NA,81,2,GT,0,0,0
Pionus sordidus_1891.4.1.50,Psittacidae,PSITTACIFORMES,4152,1891.4.1.50,NHMUK,M,30.8,23.5,14.5,24.2,14.3,161,54.6,106.4,33.9,74,1,TB,1,0,0
Pionus sordidus_1891.4.1.50,Psittacidae,PSITTACIFORMES,4152,1891.4.1.50,NHMUK,M,30.1,NA,13.4,NA,17.5,159,NA,NA,NA,74,2,GT,0,0,0
Pionus tumultuosus_1889.1.30.390,Psittacidae,PSITTACIFORMES,4155,1889.1.30.390,NHMUK,U,30.3,22.3,13.1,20.9,16.4,178,67.8,110.2,38.1,81,1,TB,1,0,0
Pionus tumultuosus_1889.1.30.390,Psittacidae,PSITTACIFORMES,4155,1889.1.30.390,NHMUK,U,22,NA,NA,NA,13.6,183,61.5,121.5,33.6,82,2,TT,0,0,0
Pionus tumultuosus_1889.1.30.391,Psittacidae,PSITTACIFORMES,4155,1889.1.30.391,NHMUK,U,31.7,24.1,14.1,25.9,17.8,179,63.9,115.1,35.7,84,1,TB,1,0,0
Pionus tumultuosus_1889.1.30.391,Psittacidae,PSITTACIFORMES,4155,1889.1.30.391,NHMUK,U,22.7,NA,NA,NA,14.8,186.5,63,123.5,33.8,85.5,2,TT,0,0,0
Pionus tumultuosus_1890.6.1.215,Psittacidae,PSITTACIFORMES,4155,1890.6.1.215,NHMUK,U,29.3,21.5,12.3,22.1,18.7,169,56.2,112.8,33.3,82,1,TB,1,0,0
Pionus tumultuosus_1890.6.1.215,Psittacidae,PSITTACIFORMES,4155,1890.6.1.215,NHMUK,U,21.2,NA,NA,NA,14.8,178.5,60,118.5,33.6,86,2,TT,0,0,0
Pipreola formosa_1870.7.9.14,Cotingidae,PASSERIFORMES,5344,1870.7.9.14,NHMUK,M,15.1,7.3,4.8,4.2,19,84,18.9,65.1,22.5,56.8,2,JAT,1,0,0
Pipreola formosa_1870.7.9.14,Cotingidae,PASSERIFORMES,5344,1870.7.9.14,NHMUK,M,14.7,NA,5,4.7,20.3,85,NA,NA,NA,62,4,GT,0,0,0
Pipreola whitelyi_1888.1.20.786,Cotingidae,PASSERIFORMES,5345,1888.1.20.786,NHMUK,M,16.2,9.1,5.6,5,21.5,96,23.5,72.5,24.5,64,1,TB,1,0,0
Pipreola whitelyi_1888.1.20.786,Cotingidae,PASSERIFORMES,5345,1888.1.20.786,NHMUK,M,16.5,NA,5.6,5.2,23.2,96,NA,NA,NA,67,2,GT,0,0,0
Piprites pileata_1888.1.20.1,Tyrannidae,PASSERIFORMES,5468,1888.1.20.1,NHMUK,U,12.8,6.5,3.7,5,18,73,17.9,55.1,24.5,50,1,HM,1,0,0
Piprites pileata_1888.1.20.1,Tyrannidae,PASSERIFORMES,5468,1888.1.20.1,NHMUK,U,11.4,NA,4,NA,18.4,73,NA,NA,NA,53,2,GT,0,0,0
Piranga bidentata_1894.7.1.776,Cardinalidae,PASSERIFORMES,10740,1894.7.1.776,NHMUK,F,20.7,13.8,7.5,8.7,21.3,97,21.2,75.8,21.9,83,1,CS,1,0,0
Piranga bidentata_1894.7.1.776,Cardinalidae,PASSERIFORMES,10740,1894.7.1.776,NHMUK,F,18.9,NA,NA,NA,20.6,98.9,20.7,78.2,20.9,87.8,2,APH2,0,0,0
Piranga bidentata_1894.7.1.786,Cardinalidae,PASSERIFORMES,10740,1894.7.1.786,NHMUK,M,21.1,13.6,7.5,9.2,24.2,99,22.9,76.1,23.1,96,1,CS,1,0,0
Piranga bidentata_1894.7.1.786,Cardinalidae,PASSERIFORMES,10740,1894.7.1.786,NHMUK,M,18.7,NA,NA,NA,20.7,100,23.9,76.1,23.9,82.3,2,APH2,0,0,0
Piranga erythrocephala_1894.7.1.853,Cardinalidae,PASSERIFORMES,10735,1894.7.1.853,NHMUK,F,13.5,9.6,5.9,7.3,18.8,71,12.1,58.9,17,63,1,CS,1,0,0
Piranga erythrocephala_1894.7.1.853,Cardinalidae,PASSERIFORMES,10735,1894.7.1.853,NHMUK,F,13.3,NA,NA,NA,18.8,73.9,12.7,61.2,17.2,66.2,2,APH2,0,0,0
Piranga erythrocephala_1894.7.1.862,Cardinalidae,PASSERIFORMES,10735,1894.7.1.862,NHMUK,F,15.1,9.3,6.1,8.1,17.3,69.5,11.4,58.1,16.4,62,1,CS,1,0,0
Piranga erythrocephala_1894.7.1.862,Cardinalidae,PASSERIFORMES,10735,1894.7.1.862,NHMUK,F,13.5,NA,NA,NA,20.5,71,11.1,59.9,15.6,66.1,2,APH2,0,0,0
Piranga hepatica_1888.10.10.6601,Cardinalidae,PASSERIFORMES,10742,1888.10.10.6601,NHMUK,F,21.5,13.5,8,9.3,21.5,97,22.4,74.6,23.1,76,1,CS,1,0,0
Piranga hepatica_1888.10.10.6601,Cardinalidae,PASSERIFORMES,10742,1888.10.10.6601,NHMUK,F,17.1,NA,NA,NA,21.5,101.7,26.6,75.1,26.2,79.2,2,APH2,0,0,0
Piranga leucoptera_1885.6.12.642,Cardinalidae,PASSERIFORMES,10737,1885.6.12.642,NHMUK,M,19.5,10,6.4,7.3,17.3,75,16.1,58.9,21.5,57.5,1,HM,1,0,0
Piranga leucoptera_1885.6.12.642,Cardinalidae,PASSERIFORMES,10737,1885.6.12.642,NHMUK,M,16.2,NA,NA,NA,16.1,76,17,59,22.4,59,2,TT,0,0,0
Piranga roseogularis_1886.9.9.657,Cardinalidae,PASSERIFORMES,10734,1886.9.9.657,NHMUK,M,14.7,NA,NA,NA,21.7,80.1,15.9,64.2,19.9,65.4,1,APH2,0,0,1
Piranga roseogularis_1886.9.9.657,Cardinalidae,PASSERIFORMES,10734,1886.9.9.657,NHMUK,M,19,NA,7.6,9.5,21.4,79,NA,NA,NA,71,2,GT,0,0,1
Piranga rubra_1885.6.12.611,Cardinalidae,PASSERIFORMES,10739,1885.6.12.611,NHMUK,M,23.6,13.3,7.4,8.9,18.2,95,29.1,65.9,30.6,70,1,HM,1,0,0
Piranga rubra_1885.6.12.611,Cardinalidae,PASSERIFORMES,10739,1885.6.12.611,NHMUK,M,20.8,NA,NA,NA,18,98,29.5,68.5,30.1,72,2,TT,0,0,0
Piranga rubriceps_1885.6.12.654,Cardinalidae,PASSERIFORMES,10736,1885.6.12.654,NHMUK,M,19.2,11.4,7.5,7.8,22.1,97,24.3,72.7,25.1,72,1,SRW,1,0,0
Piranga rubriceps_1885.6.12.654,Cardinalidae,PASSERIFORMES,10736,1885.6.12.654,NHMUK,F,16.6,NA,NA,NA,22.8,94.2,20,74.2,21.2,76.9,2,APH2,0,0,0
Pittasoma michleri_1889.7.10.832,Conopophagidae,PASSERIFORMES,4823,1889.7.10.832,NHMUK,M,34.7,17.7,9.1,8.2,48.9,98,4.5,93.5,4.6,36,1,HM,1,0,0
Pittasoma michleri_1889.7.10.832,Conopophagidae,PASSERIFORMES,4823,1889.7.10.832,NHMUK,M,31.2,NA,9,8.6,45.5,97,NA,NA,NA,33,2,GT,0,0,0
Pittasoma michleri_1889.7.10.833,Conopophagidae,PASSERIFORMES,4823,1889.7.10.833,NHMUK,F,35.6,17.3,8.9,9,49.9,102,4.1,97.9,4,32,1,HM,1,0,0
Pittasoma michleri_1889.7.10.833,Conopophagidae,PASSERIFORMES,4823,1889.7.10.833,NHMUK,F,30.2,NA,8.5,9.3,48.2,95,NA,NA,NA,33,2,GT,0,0,0
Pittasoma michleri_1899.12.1.253,Conopophagidae,PASSERIFORMES,4823,1899.12.1.253,NHMUK,F,37,18.4,9.2,8.7,47,102,8,94,7.8,32.5,1,HM,1,0,0
Pittasoma michleri_1899.12.1.253,Conopophagidae,PASSERIFORMES,4823,1899.12.1.253,NHMUK,F,31.4,NA,9.1,9.3,46.4,90,NA,NA,NA,31,2,GT,0,0,0
Platyspiza crassirostris_1899.9.1.390,Thraupidae,PASSERIFORMES,10834,1899.9.1.390,NHMUK,M,17.5,11.1,8,11.2,26.9,89,16.9,72.1,19,59,1,HM,1,0,0
Platyspiza crassirostris_1899.9.1.390,Thraupidae,PASSERIFORMES,10834,1899.9.1.390,NHMUK,M,16.9,NA,6.8,11.9,26.9,90,NA,NA,NA,68,2,GT,0,0,0
Polysticta stelleri_1894.8.12.296,Anatidae,ANSERIFORMES,424,1894.8.12.296,NHMUK,M,37.1,24.7,14.5,14,33,202,99.5,102.5,49.3,84,1,MNC,1,0,0
Polysticta stelleri_1894.8.12.296,Anatidae,ANSERIFORMES,424,1894.8.12.296,NHMUK,M,NA,NA,NA,NA,NA,211,100,111,47.4,NA,2,MS,0,0,0
Poodytes gramineus_1806.12.20.215,Locustellidae,PASSERIFORMES,7643,1806.12.20.215,NHMUK,M,12.3,7.7,3.1,3,20,54,9.3,44.7,17.2,62,1,CS,1,0,0
Poodytes gramineus_1806.12.20.215,Locustellidae,PASSERIFORMES,7643,1806.12.20.215,NHMUK,M,11.4,NA,2.6,2.8,19,55,NA,NA,NA,57,2,GT,0,0,0
Porphyrolaema porphyrolaema_1860.1.16.30,Cotingidae,PASSERIFORMES,5398,1860.1.16.30,NHMUK,M,16.8,10.7,6,6.2,20.3,96,21.1,74.9,22,66,1,HM,1,0,0
Porphyrolaema porphyrolaema_1860.1.16.30,Cotingidae,PASSERIFORMES,5398,1860.1.16.30,NHMUK,M,20,NA,NA,NA,18.7,99,23.5,75.5,23.7,67.5,2,TT,0,0,0
Porphyrolaema porphyrolaema_1860.1.16.31,Cotingidae,PASSERIFORMES,5398,1860.1.16.31,NHMUK,F,16.2,10.8,7.1,6.3,20.2,96,17.4,78.6,18.1,74,1,HM,1,0,0
Porphyrolaema porphyrolaema_1860.1.16.31,Cotingidae,PASSERIFORMES,5398,1860.1.16.31,NHMUK,F,19.9,NA,NA,NA,18.4,97,22.5,74.5,23.2,70.5,2,TT,0,0,0
Porphyrolaema porphyrolaema_1888.1.20.829,Cotingidae,PASSERIFORMES,5398,1888.1.20.829,NHMUK,M,17.6,10.1,6.6,6.6,19.5,96,17.3,78.7,18,61,1,HM,1,0,0
Porphyrolaema porphyrolaema_1888.1.20.829,Cotingidae,PASSERIFORMES,5398,1888.1.20.829,NHMUK,M,16.8,NA,6.2,6.4,19.3,96,NA,NA,NA,70,2,GT,0,0,0
Porphyrospiza caerulescens_1885.12.14.716,Thraupidae,PASSERIFORMES,10772,1885.12.14.716,NHMUK,M,12.7,7.8,3.7,5.3,18.2,64.5,4.9,59.6,7.6,57,1,CS,1,1,0
Porphyrospiza caerulescens_1885.12.14.716,Thraupidae,PASSERIFORMES,10772,1885.12.14.716,NHMUK,M,12.9,7.4,4.2,4.9,16.9,65,7.5,57.5,11.5,57,2,CS,1,1,0
Porphyrospiza caerulescens_1885.12.14.717,Thraupidae,PASSERIFORMES,10772,1885.12.14.717,NHMUK,M,12.5,7.2,3.8,5.1,18.9,62,6.1,55.9,9.8,64,1,CS,1,1,0
Porphyrospiza caerulescens_1885.12.14.717,Thraupidae,PASSERIFORMES,10772,1885.12.14.717,NHMUK,M,12.3,7,3.8,5.2,15.4,64,8.3,55.7,13,66,2,CS,1,1,0
Porphyrospiza caerulescens_1889.1.10.248,Thraupidae,PASSERIFORMES,10772,1889.1.10.248,NHMUK,M,12.7,8.3,4.2,5.1,17.6,62.5,9.6,52.9,15.4,57,1,CS,1,1,0
Porphyrospiza caerulescens_1889.1.10.248,Thraupidae,PASSERIFORMES,10772,1889.1.10.248,NHMUK,M,12.5,7.8,3.8,4.8,17.2,62,8.8,53.2,14.2,57,2,CS,1,1,0
Porphyrospiza caerulescens_1889.1.10.249,Thraupidae,PASSERIFORMES,10772,1889.1.10.249,NHMUK,F,12.9,8.1,4.2,5.3,17.2,61,10.3,50.7,16.9,52,1,CS,1,1,0
Porphyrospiza caerulescens_1889.1.10.249,Thraupidae,PASSERIFORMES,10772,1889.1.10.249,NHMUK,F,12.4,7.1,3.8,4.9,16.8,61,8.9,52.1,14.6,62,2,CS,1,1,0
Procnias albus_1888.1.20.902,Cotingidae,PASSERIFORMES,5387,1888.1.20.902,NHMUK,M,28.9,11.8,7.9,6.5,29.3,160,33,127,20.6,90,1,AMGZ,1,0,0
Procnias albus_1888.1.20.902,Cotingidae,PASSERIFORMES,5387,1888.1.20.902,NHMUK,M,NA,NA,8.3,6.6,29.3,160,NA,NA,NA,105,2,GT,0,0,0
Progne dominicensis_1870.4.12.44,Hirundinidae,PASSERIFORMES,7748,1870.4.12.44,NHMUK,U,13.9,8.2,5.5,4.4,15.2,142.5,77.3,65.2,54.2,82,1,CS,1,0,0
Progne dominicensis_1870.4.12.44,Hirundinidae,PASSERIFORMES,7748,1870.4.12.44,NHMUK,U,17.4,NA,NA,NA,13.2,144,78.5,65.5,54.5,76.1,2,APH2,0,0,0
Progne dominicensis_1884.5.15.23,Hirundinidae,PASSERIFORMES,7748,1884.5.15.23,NHMUK,F,12.4,7.4,5.5,4.2,15.3,139.5,80.3,59.2,57.6,81,1,CS,1,0,0
Progne dominicensis_1884.5.15.23,Hirundinidae,PASSERIFORMES,7748,1884.5.15.23,NHMUK,F,17.5,NA,NA,NA,13.9,142.1,78.2,63.9,55,71.8,2,APH2,0,0,0
Progne modesta_1899.9.1.505,Hirundinidae,PASSERIFORMES,7746,1899.9.1.505,NHMUK,M,13.3,7.5,4.3,3.6,14,128,68,60,53.1,69,1,CS,1,0,0
Progne modesta_1899.9.1.505,Hirundinidae,PASSERIFORMES,7746,1899.9.1.505,NHMUK,M,15.1,NA,NA,NA,12,129.9,68.1,61.8,52.4,64.2,2,APH2,0,0,0
Progne modesta_1899.9.1.508,Hirundinidae,PASSERIFORMES,7746,1899.9.1.508,NHMUK,M,13.1,7.2,3.7,3.4,14.1,127,68.2,58.8,53.7,65.5,1,CS,1,0,0
Progne modesta_1899.9.1.508,Hirundinidae,PASSERIFORMES,7746,1899.9.1.508,NHMUK,M,15.2,NA,NA,NA,11.9,129.5,69.1,60.4,53.4,60.9,2,APH2,0,0,0
Progne modesta_1899.9.1.509,Hirundinidae,PASSERIFORMES,7746,1899.9.1.509,NHMUK,F,12.5,6.9,4,3.1,14.8,123.5,66.5,57,53.8,69,1,CS,1,0,0
Progne modesta_1899.9.1.509,Hirundinidae,PASSERIFORMES,7746,1899.9.1.509,NHMUK,F,15,NA,NA,NA,12.1,126.8,66,60.8,52.1,61.7,2,APH2,0,0,0
Psalidoprocne obscura_1895.5.1.1992,Hirundinidae,PASSERIFORMES,7684,1895.5.1.1992,NHMUK,F,7.9,3.4,2.9,1.8,8.5,89,35.4,53.6,39.8,71,1,CS,1,0,0
Psalidoprocne obscura_1895.5.1.1992,Hirundinidae,PASSERIFORMES,7684,1895.5.1.1992,NHMUK,F,9.2,NA,NA,NA,8.3,87.1,34,53.1,39,69.8,2,APH2,0,0,0
Psarocolius atrovirens_1885.11.2.61,Icteridae,PASSERIFORMES,10460,1885.11.2.61,NHMUK,M,52.5,35.5,11.4,16.5,45.9,219,42,177,19.2,151,1,AMGZ,1,0,0
Psarocolius atrovirens_1885.11.2.61,Icteridae,PASSERIFORMES,10460,1885.11.2.61,NHMUK,M,53,NA,10.8,16.6,47.6,216,NA,NA,NA,175,2,GT,0,0,0
Pseudobulweria macgillivrayi_1856.8.30.8,Procellariidae,PROCELLARIIFORMES,2124,1856.8.30.8,NHMUK,M,30.2,19,6.6,8.2,36.4,204,124,80,60.8,82,1,MNC,1,0,0
Pseudobulweria macgillivrayi_1856.8.30.8,Procellariidae,PROCELLARIIFORMES,2124,1856.8.30.8,NHMUK,M,32.6,NA,6.2,8.2,31.4,206,NA,NA,NA,90,2,GT,0,0,0
Pseudochelidon eurystomina_1862.8.26.6,Hirundinidae,PASSERIFORMES,7676,1862.8.26.6,NHMUK,U,14.1,8.9,4.8,5,14,120,59.2,60.8,49.3,54,1,CS,1,0,0
Pseudochelidon eurystomina_1862.8.26.6,Hirundinidae,PASSERIFORMES,7676,1862.8.26.6,NHMUK,U,14.3,NA,NA,NA,14.1,122.8,60.1,62.7,48.9,46.2,2,APH2,0,0,0
Pseudoseisura cristata_1889.5.20.317,Furnariidae,PASSERIFORMES,5243,1889.5.20.317,NHMUK,U,26.1,17.4,4.3,6.6,30.7,102,12.4,89.6,12.2,91,1,TB,1,0,0
Pseudoseisura cristata_1889.5.20.317,Furnariidae,PASSERIFORMES,5243,1889.5.20.317,NHMUK,U,24.4,NA,4.6,6.6,31.5,104,NA,NA,NA,92,2,GT,0,0,0
Pseudospingus verticalis_1843.5.24.27,Thraupidae,PASSERIFORMES,10929,1843.5.24.27,NHMUK,U,13.5,6.9,3.2,3.5,20.3,71,12.6,58.4,17.7,65,1,HM,1,0,0
Pseudospingus verticalis_1843.5.24.27,Thraupidae,PASSERIFORMES,10929,1843.5.24.27,NHMUK,U,13.6,NA,3.8,4,20.3,70,NA,NA,NA,68,2,GT,0,0,0
Psilorhamphus guttatus_1889.9.20.383,Rhinocryptidae,PASSERIFORMES,4890,1889.9.20.383,NHMUK,U,18.9,10.7,2.7,3.3,24.7,52,3.7,48.3,7.1,54,1,HM,1,0,0
Psilorhamphus guttatus_1889.9.20.383,Rhinocryptidae,PASSERIFORMES,4890,1889.9.20.383,NHMUK,M,19.2,NA,2.8,NA,24,52,NA,NA,NA,58,2,GT,0,0,0
Psittacara leucophthalmus_1895.4.1.432,Psittacidae,PSITTACIFORMES,4291,1895.4.1.432,NHMUK,M,33.3,27.3,19.6,32.6,17.6,159,72.5,86.5,45.6,142.2,1,HM,1,0,0
Psittacara leucophthalmus_1895.4.1.432,Psittacidae,PSITTACIFORMES,4291,1895.4.1.432,NHMUK,M,30.7,NA,17.3,NA,17.3,165,NA,NA,NA,170,2,GT,0,0,0
Psophia leucoptera_1890.2.14.31,Psophiidae,GRUIFORMES,1896,1890.2.14.31,NHMUK,F,44.7,19.6,7.5,14.9,119.5,262,28.1,233.9,10.7,106,1,TB,1,0,0
Psophia leucoptera_1890.2.14.31,Psophiidae,GRUIFORMES,1896,1890.2.14.31,NHMUK,F,44.9,NA,NA,NA,120.7,278,25.5,252.5,9.2,115,2,TT,0,0,0
Psophia obscura_1898.10.29.1,Psophiidae,GRUIFORMES,1899,1898.10.29.1,NHMUK,M,40.5,21.5,9.3,13.9,122.9,297,13.8,283.2,4.6,117,1,HM,1,0,0
Psophia obscura_1898.10.29.1,Psophiidae,GRUIFORMES,1899,1898.10.29.1,NHMUK,M,35.5,NA,8.1,13.9,128.2,288,NA,NA,NA,134,2,GT,0,0,0
Psophia obscura_1898.10.31.3,Psophiidae,GRUIFORMES,1899,1898.10.31.3,NHMUK,U,44.8,20.8,NA,14.2,119.1,286,16.4,269.6,5.7,115,1,HM,1,0,0
Psophia obscura_1898.10.31.3,Psophiidae,GRUIFORMES,1899,1898.10.31.3,NHMUK,F,38.9,NA,8.2,13.6,130.2,298,NA,NA,NA,110,2,GT,0,0,0
Pteroglossus azara_1889.1.8.204,Ramphastidae,PICIFORMES,3626,1889.1.8.204,NHMUK,F,96.6,84.1,23.6,30.2,30.5,129,23.7,105.3,18.4,136,1,HM,1,0,0
Pteroglossus azara_1889.1.8.204,Ramphastidae,PICIFORMES,3626,1889.1.8.204,NHMUK,F,95.2,NA,NA,NA,30.3,137.5,24.5,113,17.8,133,2,TT,0,0,0
Pteroglossus bailloni_1853.12.26.60,Ramphastidae,PICIFORMES,3615,1853.12.26.60,NHMUK,F,68,58.8,20.8,26.7,34,130,17.9,112.1,13.8,187,1,HM,1,0,0
Pteroglossus bailloni_1853.12.26.60,Ramphastidae,PICIFORMES,3615,1853.12.26.60,NHMUK,F,65.7,NA,21.4,27,34.3,131,NA,NA,NA,176,2,GT,0,0,0
Pteroglossus bitorquatus_1849.12.11.2,Ramphastidae,PICIFORMES,3629,1849.12.11.2,NHMUK,U,86.2,77.7,21.4,29.8,30.5,116,15.7,100.3,13.5,127,1,HM,1,0,0
Pteroglossus bitorquatus_1849.12.11.2,Ramphastidae,PICIFORMES,3629,1849.12.11.2,NHMUK,U,85.7,NA,22.3,29.1,33.4,123,NA,NA,NA,144,2,GT,0,0,0
Pteroglossus viridis_1889.1.8.109,Ramphastidae,PICIFORMES,3616,1889.1.8.109,NHMUK,M,85.7,77.1,21.3,30.1,29.6,117,24.9,92.1,21.3,112,1,HM,1,0,0
Pteroglossus viridis_1889.1.8.109,Ramphastidae,PICIFORMES,3616,1889.1.8.109,NHMUK,M,82.7,NA,22.6,29.3,28.8,117,NA,NA,NA,119,2,GT,0,0,0
Pyrilia caica_1889.1.30.423,Psittacidae,PSITTACIFORMES,4144,1889.1.30.423,NHMUK,M,26.5,19.4,13.7,16.5,15.4,146,58,88,39.7,66,1,HM,1,0,0
Pyrilia caica_1889.1.30.423,Psittacidae,PSITTACIFORMES,4144,1889.1.30.423,NHMUK,M,23.1,NA,9.7,NA,19.5,146,NA,NA,NA,73,2,GT,0,0,0
Pyrrhulagra portoricensis_1892.1.12.18,Thraupidae,PASSERIFORMES,10820,1892.1.12.18,NHMUK,M,19,12.2,7.6,12.1,23.3,88,10.8,77.2,12.3,73,1,HM,1,0,0
Pyrrhulagra portoricensis_1892.1.12.18,Thraupidae,PASSERIFORMES,10820,1892.1.12.18,NHMUK,M,19.2,NA,8.9,12.2,25.7,87,NA,NA,NA,76,2,GT,0,0,0
Pyrrhura lepida_1890.6.1.90,Psittacidae,PSITTACIFORMES,4214,1890.6.1.90,NHMUK,M,21.1,15.6,11.1,16.6,13.6,124,48.9,75.1,39.4,105,1,HM,1,0,0
Pyrrhura lepida_1890.6.1.90,Psittacidae,PSITTACIFORMES,4214,1890.6.1.90,NHMUK,M,17.8,NA,12.8,11,13.4,127,NA,NA,NA,115,2,GT,0,0,0
Pyrrhura rupicola_1892.12.24.27,Psittacidae,PSITTACIFORMES,4238,1892.12.24.27,NHMUK,M,22.1,16.8,11.5,19,10.8,124,47.5,76.5,38.3,118,1,HM,1,0,0
Pyrrhura rupicola_1892.12.24.27,Psittacidae,PSITTACIFORMES,4238,1892.12.24.27,NHMUK,M,15.4,NA,NA,NA,11,130.5,44.5,86,34.1,121,2,TT,0,0,0
Rallus aquaticus_1987.6.5,Rallidae,GRUIFORMES,1776,1987.6.5,NHMUK,M,42.5,27,4.3,6.4,38,111,37,74,33.3,52,1,PW,1,1,0
Rallus aquaticus_1987.6.5,Rallidae,GRUIFORMES,1776,1987.6.5,NHMUK,M,40.2,27,3.6,6.1,36.3,118,36,82,30.5,52,2,NJTA,1,1,0
Ramphastos dicolorus_1889.1.8.56,Ramphastidae,PICIFORMES,3590,1889.1.8.56,NHMUK,F,101.3,96.5,30.8,35.7,44.3,190,25.2,164.8,13.3,185,1,HM,1,0,0
Ramphastos dicolorus_1889.1.8.56,Ramphastidae,PICIFORMES,3590,1889.1.8.56,NHMUK,F,101.5,NA,30.9,36,47.9,191,NA,NA,NA,180,2,GT,0,0,0
Ramphocelus costaricensis_1885.6.12.586,Thraupidae,PASSERIFORMES,10879,1885.6.12.586,NHMUK,M,19.8,13.3,7.5,8.5,20.6,78.5,11.6,66.9,14.8,69,1,HM,1,0,0
Ramphocelus costaricensis_1885.6.12.586,Thraupidae,PASSERIFORMES,10879,1885.6.12.586,NHMUK,M,19.4,NA,10,8.8,21.2,80,NA,NA,NA,71,2,GT,0,0,0
Ramphocelus dimidiatus_1885.6.7.263,Thraupidae,PASSERIFORMES,10874,1885.6.7.263,NHMUK,M,19.2,11,6.3,7.2,19.5,78.5,14.3,64.2,18.2,66,1,HM,1,0,0
Ramphocelus dimidiatus_1885.6.7.263,Thraupidae,PASSERIFORMES,10874,1885.6.7.263,NHMUK,M,18,NA,8.2,8.3,20.5,77,NA,NA,NA,70,2,GT,0,0,0
Ramphocelus nigrogularis_1885.6.7.225,Thraupidae,PASSERIFORMES,10873,1885.6.7.225,NHMUK,M,18.7,13.5,7.7,8,19.4,86,12.7,73.3,14.8,81,1,HM,1,0,0
Ramphocelus nigrogularis_1885.6.7.225,Thraupidae,PASSERIFORMES,10873,1885.6.7.225,NHMUK,M,18.7,NA,7.9,8.5,20,86,NA,NA,NA,84,2,GT,0,0,0
Rhabdotorrhinus corrugatus_1894.2.2.4,Bucerotidae,BUCEROTIFORMES,3310,1894.2.2.4,NHMUK,F,126,101.3,33.3,62.5,45.7,339,52.7,286.3,15.5,230,1,JAT,1,0,0
Rhabdotorrhinus corrugatus_1894.2.2.4,Bucerotidae,BUCEROTIFORMES,3310,1894.2.2.4,NHMUK,F,126.5,NA,32.9,62.6,47.5,342,NA,NA,NA,244,2,GT,0,0,0
Rhinocrypta lanceolata_1889.9.20.712,Rhinocryptidae,PASSERIFORMES,4892,1889.9.20.712,NHMUK,M,18,9.8,4.5,5.4,30.7,83.5,7,76.5,8.4,75,1,AMGZ,1,0,0
Rhinocrypta lanceolata_1889.9.20.712,Rhinocryptidae,PASSERIFORMES,4892,1889.9.20.712,NHMUK,M,17.1,NA,4.7,5.4,32.8,83,NA,NA,NA,84,2,GT,0,0,0
Rhynchocyclus brevirostris_1899.4.20.2705,Tyrannidae,PASSERIFORMES,5513,1899.4.20.2705,NHMUK,M,21.8,10.5,8.7,5,19.2,76.5,13.2,63.3,17.3,64,1,HM,1,0,0
Rhynchocyclus brevirostris_1899.4.20.2705,Tyrannidae,PASSERIFORMES,5513,1899.4.20.2705,NHMUK,M,16.7,NA,8.6,5.1,18.1,77,NA,NA,NA,67,2,GT,0,0,0
Rhynchospiza stolzmanni_1896.10.6.343,Passerellidae,PASSERIFORMES,10307,1896.10.6.343,NHMUK,M,21.9,12.3,6.2,10.4,21.2,67,4.6,62.4,6.9,56.5,1,HM,1,0,0
Rhynchospiza stolzmanni_1896.10.6.343,Passerellidae,PASSERIFORMES,10307,1896.10.6.343,NHMUK,M,18.1,NA,6.3,9.8,20.3,67,NA,NA,NA,59,2,GT,0,0,0
Rhynchostruthus socotranus_1899.8.11.48,Fringillidae,PASSERIFORMES,10156,1899.8.11.48,NHMUK,M,18,12.7,8.8,12.2,19.5,89.5,27.3,62.2,30.5,55,1,HM,1,0,0
Rhynchostruthus socotranus_1899.8.11.48,Fringillidae,PASSERIFORMES,10156,1899.8.11.48,NHMUK,M,19.3,NA,10.7,12.6,19,89,NA,NA,NA,64,2,GT,0,0,0
Saltator atricollis_1889.1.10.235,Thraupidae,PASSERIFORMES,10800,1889.1.10.235,NHMUK,M,23.5,14.4,8.1,10.8,27.4,102,10.4,91.6,10.2,91,1,HM,1,0,0
Saltator atricollis_1889.1.10.235,Thraupidae,PASSERIFORMES,10800,1889.1.10.235,NHMUK,M,21,NA,7.2,12.1,26.8,91,NA,NA,NA,96,2,GT,0,0,0
Saxicola caprata_1887.12.30.668,Muscicapidae,PASSERIFORMES,9316,1887.12.30.668,NHMUK,F,12.9,7.9,3.6,3.5,19.9,64.5,8,56.5,12.4,51,1,CS,1,0,0
Saxicola caprata_1887.12.30.668,Muscicapidae,PASSERIFORMES,9316,1887.12.30.668,NHMUK,F,13.4,NA,NA,NA,19.6,65.5,9,56.5,13.7,48.4,2,APH2,0,0,0
Saxicola caprata_1897.5.13.73,Muscicapidae,PASSERIFORMES,9316,1897.5.13.73,NHMUK,M,12.7,7.8,3.8,3.6,20.7,65,6.2,58.8,9.5,51,1,CS,1,0,0
