Unique.Specimen.Identifier,Family1,Order1,Sequence,Specimen.number,Source,Sex,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Sample.Number,Measurer,Avonet.Protocol.Used,Protocol.both.pairs,Protocol.neither.pair
Myrmotherula ignota_1889.9.30.235,Thamnophilidae,PASSERIFORMES,4604,1889.9.30.235,NHMUK,M,12.9,8,3.1,3.1,15.1,41.5,3.8,37.7,9.2,19,1,CS,1,0,0
Myrmotherula ignota_1889.9.30.235,Thamnophilidae,PASSERIFORMES,4604,1889.9.30.235,NHMUK,M,12.9,NA,3,2.7,15.8,41,NA,NA,NA,19,2,GT,0,0,0
NA_1890.10.16.125,NA,NA,NA,1890.10.16.125,NHMUK,M,21.5,12.6,4.4,5.2,30.6,111,16.6,94.4,15,96,1,CS,1,0,0
NA_1890.10.16.125,NA,NA,NA,1890.10.16.125,NHMUK,M,20.1,NA,NA,NA,31.1,115.8,12.9,102.9,11.1,95,2,APH2,0,0,0
NA_1890.10.16.126,NA,NA,NA,1890.10.16.126,NHMUK,F,20.6,11.1,4.4,4.9,27,109,14.9,94.1,13.7,92,1,CS,1,0,0
NA_1890.10.16.126,NA,NA,NA,1890.10.16.126,NHMUK,F,20.7,NA,NA,NA,28.5,111,15.9,95.1,14.3,92.9,2,APH2,0,0,0
Nannopsittaca panychlora_1889.1.30.201,Psittacidae,PSITTACIFORMES,4126,1889.1.30.201,NHMUK,M,16.3,12.3,6.8,11.4,9.6,91,45.2,45.8,49.7,44,1,TB,1,0,0
Nannopsittaca panychlora_1889.1.30.201,Psittacidae,PSITTACIFORMES,4126,1889.1.30.201,NHMUK,M,14.6,NA,6.4,11.3,12.1,92,NA,NA,NA,51,2,GT,0,0,0
Neoctantes niger_1889.7.10.244,Thamnophilidae,PASSERIFORMES,4580,1889.7.10.244,NHMUK,U,21.6,14.2,4.4,6.7,23.6,79,7.1,71.9,9,54,1,HM,1,0,0
Neoctantes niger_1889.7.10.244,Thamnophilidae,PASSERIFORMES,4580,1889.7.10.244,NHMUK,M,20.9,NA,4.6,7,23.3,78,NA,NA,NA,55,2,GT,0,0,0
Neopelma chrysocephalum_1888.1.13.1384,Pipridae,PASSERIFORMES,5288,1888.1.13.1384,NHMUK,M,15.8,9.5,5.1,4.3,14.6,63,12.6,50.4,20,43,1,HM,1,0,0
Neopelma chrysocephalum_1888.1.13.1384,Pipridae,PASSERIFORMES,5288,1888.1.13.1384,NHMUK,M,15.2,NA,4.9,4.1,14.3,67,NA,NA,NA,51,2,GT,0,0,0
Neopelma chrysolophum_1856.3.12.37,Pipridae,PASSERIFORMES,5290,1856.3.12.37,NHMUK,U,11.2,6.6,4.2,3.7,17.2,68,10,58,14.7,58,1,CV,1,1,0
Neopelma chrysolophum_1856.3.12.37,Pipridae,PASSERIFORMES,5290,1856.3.12.37,NHMUK,U,11.7,9.1,4,3.8,17.8,67,19.1,47.9,28.5,57,2,HM,1,1,0
Neopelma chrysolophum_1888.1.13.1391,Pipridae,PASSERIFORMES,5290,1888.1.13.1391,NHMUK,U,10.5,5.6,4.1,3,15.7,70,11.6,58.4,16.6,61,1,CV,1,1,0
Neopelma chrysolophum_1888.1.13.1391,Pipridae,PASSERIFORMES,5290,1888.1.13.1391,NHMUK,U,11.3,5.8,3.9,3.4,16.9,72,13.6,58.4,18.9,57,2,HM,1,1,0
Neopelma sulphureiventer_1888.1.13.1381,Pipridae,PASSERIFORMES,5291,1888.1.13.1381,NHMUK,M,16.5,8.1,4.4,4.3,16.5,75,13.8,61.2,18.4,59,1,HM,1,0,0
Neopelma sulphureiventer_1888.1.13.1381,Pipridae,PASSERIFORMES,5291,1888.1.13.1381,NHMUK,M,14,NA,4.6,4.5,18.5,75,NA,NA,NA,61,2,GT,0,0,0
Neophedina cincta_1895.5.1.1936,Hirundinidae,PASSERIFORMES,7726,1895.5.1.1936,NHMUK,F,12,6.4,4.8,3.6,11.7,127.5,63.7,63.8,50,63,1,CS,1,0,0
Neophedina cincta_1895.5.1.1936,Hirundinidae,PASSERIFORMES,7726,1895.5.1.1936,NHMUK,F,13.5,NA,NA,NA,11.8,129.5,64.8,64.7,50,58.2,2,APH2,0,0,0
Odontorchilus branickii_1886.9.15.52,Troglodytidae,PASSERIFORMES,8591,1886.9.15.52,NHMUK,F,15.3,8.7,2.4,2.9,14.9,56,4.9,51.1,8.8,48,1,HM,1,0,0
Odontorchilus branickii_1886.9.15.52,Troglodytidae,PASSERIFORMES,8591,1886.9.15.52,NHMUK,F,14,NA,2.7,3.1,17.3,57,NA,NA,NA,48,2,GT,0,0,0
Oenanthe fusca_1886.7.8.4199,Muscicapidae,PASSERIFORMES,9353,1886.7.8.4199,NHMUK,M,16.8,NA,3.8,4,24.1,91,NA,NA,NA,71,1,GT,0,0,1
Oenanthe fusca_1886.7.8.4199,Muscicapidae,PASSERIFORMES,9353,1886.7.8.4199,NHMUK,M,18.8,NA,NA,NA,24.3,93,21.7,71.3,23.3,70.9,2,APH2,0,0,1
Oenanthe lugens_1869.10.16.117,Muscicapidae,PASSERIFORMES,9359,1869.10.16.117,NHMUK,F,15.9,9.7,3.5,4.1,23.8,71,12.2,58.8,17.2,50,1,CS,1,0,0
Oenanthe lugens_1869.10.16.117,Muscicapidae,PASSERIFORMES,9359,1869.10.16.117,NHMUK,F,17.1,NA,NA,NA,22.7,78.5,14.5,64,18.5,52.9,2,APH2,0,0,0
Oenanthe lugens_1869.10.16.118,Muscicapidae,PASSERIFORMES,9359,1869.10.16.118,NHMUK,F,15.5,9.1,3.8,3.8,21,74,13.3,60.7,18,52,1,CS,1,0,0
Oenanthe lugens_1869.10.16.118,Muscicapidae,PASSERIFORMES,9359,1869.10.16.118,NHMUK,F,19.2,NA,NA,NA,20.4,81,14.5,66.5,17.9,54.9,2,APH2,0,0,0
Oreothlypis gutturalis_1898.12.1.488,Parulidae,PASSERIFORMES,10573,1898.12.1.488,NHMUK,M,14.2,9.1,3.4,3.6,18.2,64,14,50,21.9,48,1,AMGZ,1,0,0
Oreothlypis gutturalis_1898.12.1.488,Parulidae,PASSERIFORMES,10573,1898.12.1.488,NHMUK,M,13.3,NA,2.9,3.5,18.1,66,NA,NA,NA,52,2,GT,0,0,0
Ortalis columbiana_1844.6.2.22,Cracidae,GALLIFORMES,119,1844.6.2.22,NHMUK,U,33.5,12.1,7.3,9.7,65.7,232,28.3,203.7,12.2,285,1,TB,1,0,0
Ortalis columbiana_1844.6.2.22,Cracidae,GALLIFORMES,119,1844.6.2.22,NHMUK,U,31,NA,NA,NA,67,221,NA,NA,NA,302,2,NJC,0,0,0
Ortalis columbiana_1889.6.1.320,Cracidae,GALLIFORMES,119,1889.6.1.320,NHMUK,U,27.5,10.2,8.1,9.9,60.1,238,35.1,202.9,14.7,250,1,TB,1,0,0
Ortalis columbiana_1889.6.1.320,Cracidae,GALLIFORMES,119,1889.6.1.320,NHMUK,U,29,NA,NA,NA,67,220,NA,NA,NA,263,2,NJC,0,0,0
Ortalis columbiana_1889.6.1.328,Cracidae,GALLIFORMES,119,1889.6.1.328,NHMUK,U,29,12.8,7.4,8.5,58.8,210,19.1,190.9,9.1,251,1,TB,1,0,0
Ortalis columbiana_1889.6.1.328,Cracidae,GALLIFORMES,119,1889.6.1.328,NHMUK,U,27,NA,NA,NA,62,205,NA,NA,NA,269,2,NJC,0,0,0
Ortalis columbiana_1898.10.6.4,Cracidae,GALLIFORMES,119,1898.10.6.4,NHMUK,U,29.9,10.7,8.3,9.5,66,220,25.7,194.3,11.7,273,1,TB,1,0,0
Ortalis columbiana_1898.10.6.4,Cracidae,GALLIFORMES,119,1898.10.6.4,NHMUK,U,30,NA,NA,NA,66,214,NA,NA,NA,275,2,NJC,0,0,0
Ortalis garrula_1843.6.6.12,Cracidae,GALLIFORMES,112,1843.6.6.12,NHMUK,F,27.6,NA,6.8,9.3,57.8,212,NA,NA,NA,250,3,GT,0,0,0
Ortalis guttata_1899.6.30.749,Cracidae,GALLIFORMES,120,1899.6.30.749,NHMUK,U,30.6,11.5,6.8,9.5,53.4,208,27.8,180.2,13.4,240,1,TB,1,0,0
Ortalis guttata_1899.6.30.749,Cracidae,GALLIFORMES,120,1899.6.30.749,NHMUK,M,27.6,NA,NA,NA,49.2,205,29,176,14.1,221.5,2,TT,0,0,0
Orthotomus samarensis_1897.12.11.12,Cisticolidae,PASSERIFORMES,7532,1897.12.11.12,NHMUK,M,15.6,10.5,2.7,2.8,21,38.5,2.3,36.2,6,41,1,CS,1,1,0
Orthotomus samarensis_1897.12.11.12,Cisticolidae,PASSERIFORMES,7532,1897.12.11.12,NHMUK,M,15.5,8.9,2.5,2.8,20.9,35,2.5,32.5,7.1,42,2,CS,1,1,0
Orthotomus samarensis_1897.5.13.554,Cisticolidae,PASSERIFORMES,7532,1897.5.13.554,NHMUK,M,18.5,11.7,3.5,3,21.1,43.5,4,39.5,9.2,41,1,CS,1,1,0
Orthotomus samarensis_1897.5.13.554,Cisticolidae,PASSERIFORMES,7532,1897.5.13.554,NHMUK,M,18.5,11.9,3.4,2.9,21.8,43.5,2.4,41.1,5.5,43.5,2,CS,1,1,0
Orthotomus samarensis_1898.1.11.14,Cisticolidae,PASSERIFORMES,7532,1898.1.11.14,NHMUK,M,15.4,9.5,2.8,2.7,20.9,44,3.1,40.9,7,43,1,CS,1,1,0
Orthotomus samarensis_1898.1.11.14,Cisticolidae,PASSERIFORMES,7532,1898.1.11.14,NHMUK,M,15.7,9.3,2.6,2.8,21,42.5,2.7,39.8,6.4,43,2,CS,1,1,0
Pachyramphus albogriseus_1888.1.20.544,Tityridae,PASSERIFORMES,5444,1888.1.20.544,NHMUK,M,15.3,9.8,7.1,5.3,17.6,73.5,20.1,53.4,27.3,54,1,HM,1,0,0
Pachyramphus albogriseus_1888.1.20.544,Tityridae,PASSERIFORMES,5444,1888.1.20.544,NHMUK,M,14.7,NA,7,5.5,17.8,73,NA,NA,NA,55,2,GT,0,0,0
Pachyramphus surinamus_1888.1.13.1459,Tityridae,PASSERIFORMES,5437,1888.1.13.1459,NHMUK,F,17.3,12.3,7.4,6,18.8,77,18,59,23.4,56,1,HM,1,0,0
Pachyramphus surinamus_1888.1.13.1459,Tityridae,PASSERIFORMES,5437,1888.1.13.1459,NHMUK,F,15.7,NA,7.5,5.9,18.8,76,NA,NA,NA,59,2,GT,0,0,0
Pachysylvia decurtata_1885.3.10.156,Vireonidae,PASSERIFORMES,6391,1885.3.10.156,NHMUK,M,14.3,8.3,3.5,3.9,16,50,8.8,41.2,17.6,34,1,CV,1,0,0
Pachysylvia decurtata_1885.3.10.156,Vireonidae,PASSERIFORMES,6391,1885.3.10.156,NHMUK,M,13.8,NA,NA,NA,16.4,53.1,7.2,45.9,13.6,33.4,2,APH2,0,0,0
Pachysylvia decurtata_1885.3.10.159,Vireonidae,PASSERIFORMES,6391,1885.3.10.159,NHMUK,F,13.7,8.3,3.3,3.7,15.1,50,7.1,42.9,14.2,36,1,CV,1,0,0
Pachysylvia decurtata_1885.3.10.159,Vireonidae,PASSERIFORMES,6391,1885.3.10.159,NHMUK,F,12.6,NA,NA,NA,15.6,51.6,6,45.6,11.6,34.8,2,APH2,0,0,0
Pachysylvia hypochrysea_1891.11.3.535,Vireonidae,PASSERIFORMES,6390,1891.11.3.535,NHMUK,M,15,8,3.9,4.8,18,64,12.8,51.2,20,57,1,CS,1,0,0
Pachysylvia hypochrysea_1891.11.3.535,Vireonidae,PASSERIFORMES,6390,1891.11.3.535,NHMUK,M,14.5,NA,NA,NA,18.4,65.8,8.6,57.2,13.1,56.1,2,APH2,0,0,0
Pachysylvia hypochrysea_1891.11.3.536,Vireonidae,PASSERIFORMES,6390,1891.11.3.536,NHMUK,F,14.4,7.9,3.9,4.2,17.7,57.5,8,49.5,13.9,57,1,CS,1,0,0
Pachysylvia hypochrysea_1891.11.3.536,Vireonidae,PASSERIFORMES,6390,1891.11.3.536,NHMUK,F,15.3,NA,NA,NA,18.2,59.2,8.2,51,13.9,51.1,2,APH2,0,0,0
Pachysylvia muscicapina_1886.9.15.295,Vireonidae,PASSERIFORMES,6393,1886.9.15.295,NHMUK,M,16.9,10.1,3.5,3.9,16,57,6.2,50.8,10.9,42,1,HM,1,0,0
Pachysylvia muscicapina_1886.9.15.295,Vireonidae,PASSERIFORMES,6393,1886.9.15.295,NHMUK,M,16.3,NA,3.1,4.1,14.6,55,NA,NA,NA,47,2,GT,0,0,0
Pachysylvia semibrunnea_1855.8.1.6,Vireonidae,PASSERIFORMES,6395,1855.8.1.6,NHMUK,U,16.1,9.2,3.6,4,17.5,62,6.2,55.8,10,51,1,CS,1,0,0
Pachysylvia semibrunnea_1855.8.1.6,Vireonidae,PASSERIFORMES,6395,1855.8.1.6,NHMUK,U,15.2,NA,NA,NA,16.9,64.1,5.5,58.6,8.6,52.8,2,APH2,0,0,0
Pachysylvia semibrunnea_1886.9.15.299,Vireonidae,PASSERIFORMES,6395,1886.9.15.299,NHMUK,U,13.9,NA,NA,NA,16.9,57.8,8,49.8,13.8,46.1,1,APH2,0,0,1
Pachysylvia semibrunnea_1886.9.15.299,Vireonidae,PASSERIFORMES,6395,1886.9.15.299,NHMUK,U,15.6,NA,3.2,3.7,17.6,54,NA,NA,NA,48,2,GT,0,0,1
Panyptila cayennensis_1890.2.18.16,Apodidae,CAPRIMULGIFORMES,1179,1890.2.18.16,NHMUK,U,9.6,4.9,4.2,2.5,7.9,117,74.6,42.4,63.8,50,1,HM,1,0,0
Panyptila cayennensis_1890.2.18.16,Apodidae,CAPRIMULGIFORMES,1179,1890.2.18.16,NHMUK,U,6.4,NA,2.4,2.1,5.3,117,NA,NA,NA,54,2,GT,0,0,0
Parkesia noveboracensis_1888.10.10.6085,Parulidae,PASSERIFORMES,10565,1888.10.10.6085,NHMUK,M,19,9.1,3.5,3.6,20.5,75,19.3,55.7,25.7,52,1,HM,1,0,0
Parkesia noveboracensis_1888.10.10.6085,Parulidae,PASSERIFORMES,10565,1888.10.10.6085,NHMUK,M,15.2,NA,3.1,3.8,20.9,76,NA,NA,NA,54,2,GT,0,0,0
Passer rufocinctus_1945.41.139,Passeridae,PASSERIFORMES,9924,1945.41.139,NHMUK,M,12.8,9.5,6.3,7.8,20.3,76.5,14.3,62.2,18.7,52,3,NT,1,0,0
Passerina leclancherii_1899.2.1.1942,Cardinalidae,PASSERIFORMES,10715,1899.2.1.1942,NHMUK,F,11.5,8.3,5.2,7.1,17.7,68,10.3,57.7,15.1,57,1,NT,1,0,0
Passerina leclancherii_1899.2.1.1942,Cardinalidae,PASSERIFORMES,10715,1899.2.1.1942,NHMUK,F,11,NA,NA,NA,18.2,68.2,10.5,57.7,15.4,55.8,2,APH2,0,0,0
Passerina rositae_1899.2.1.1960,Cardinalidae,PASSERIFORMES,10714,1899.2.1.1960,NHMUK,F,14.7,11.2,6.2,8,17.4,71,10.4,60.6,14.6,54,1,NT,1,0,0
Passerina rositae_1899.2.1.1960,Cardinalidae,PASSERIFORMES,10714,1899.2.1.1960,NHMUK,F,13.5,NA,NA,NA,18,71,9,62,12.7,52.7,2,APH2,0,0,0
Passerina rositae_1899.2.1.1962,Cardinalidae,PASSERIFORMES,10714,1899.2.1.1962,NHMUK,M,15.3,11.4,6,8.3,15.8,72,13.2,58.8,18.3,56,1,NT,1,0,0
Passerina rositae_1899.2.1.1962,Cardinalidae,PASSERIFORMES,10714,1899.2.1.1962,NHMUK,M,13.1,NA,NA,NA,17.4,73.1,12.6,60.5,17.2,54.2,2,APH2,0,0,0
Passerina rositae_1899.2.1.2061,Cardinalidae,PASSERIFORMES,10714,1899.2.1.2061,NHMUK,F,15.2,11,6.1,7.7,15.6,66,9.3,56.7,14.1,52,1,NT,1,0,0
Passerina rositae_1899.2.1.2061,Cardinalidae,PASSERIFORMES,10714,1899.2.1.2061,NHMUK,F,13.4,NA,NA,NA,16.8,68.4,9.6,58.8,14,51.5,2,APH2,0,0,0
Patagioenas leucocephala_1889.4.20.1,Columbidae,COLUMBIFORMES,664,1889.4.20.1,NHMUK,M,26.5,13.2,5,5.7,25.5,190,67.3,122.7,35.4,115,1,TB,1,0,0
Patagioenas leucocephala_1889.4.20.1,Columbidae,COLUMBIFORMES,664,1889.4.20.1,NHMUK,M,22,NA,4.2,5.1,24.7,187,NA,NA,NA,NA,2,GT,0,0,0
Patagioenas subvinacea_1889.4.20.148,Columbidae,COLUMBIFORMES,680,1889.4.20.148,NHMUK,M,18.1,9.6,3.6,4.1,22.1,155,51.3,103.7,33.1,118,1,HM,1,0,0
Patagioenas subvinacea_1889.4.20.148,Columbidae,COLUMBIFORMES,680,1889.4.20.148,NHMUK,M,16,NA,3.2,4,22.7,154,NA,NA,NA,132,2,GT,0,0,0
Pauxi pauxi_1846.10.5.2,Cracidae,GALLIFORMES,140,1846.10.5.2,NHMUK,U,NA,26.5,14.5,29.2,106.4,358,40.5,317.5,11.3,330,1,TB,1,1,0
Pauxi pauxi_1846.10.5.2,Cracidae,GALLIFORMES,140,1846.10.5.2,NHMUK,M,61,26.1,15.2,NA,93,377,41.5,335.5,11,311,2,NJTA,1,1,0
Pauxi pauxi_1846.10.5.3,Cracidae,GALLIFORMES,140,1846.10.5.3,NHMUK,F,NA,26.4,13.5,27.5,105.7,364,39,325,10.7,313,1,TB,1,1,0
Pauxi pauxi_1846.10.5.3,Cracidae,GALLIFORMES,140,1846.10.5.3,NHMUK,F,56.6,24.6,13.2,NA,105.4,367,15.4,351.6,4.2,315,2,NJTA,1,1,0
Penelope barbata_1889.6.1.228,Cracidae,GALLIFORMES,89,1889.6.1.228,NHMUK,U,40,16,9.8,11.6,56.1,264,16.6,247.4,6.3,279,1,TB,1,0,0
Penelope barbata_1889.6.1.228,Cracidae,GALLIFORMES,89,1889.6.1.228,NHMUK,U,37.5,NA,9,10.7,64.9,264,NA,NA,NA,270,2,GT,0,0,0
Penelope ochrogaster_1889.6.1.238,Cracidae,GALLIFORMES,101,1889.6.1.238,NHMUK,M,41.8,15.7,9,12.6,87.3,336,47,289,14,348,1,MNC,1,0,0
Penelope ochrogaster_1889.6.1.238,Cracidae,GALLIFORMES,101,1889.6.1.238,NHMUK,M,41.8,NA,8.2,12.9,81.8,352,NA,NA,NA,355,2,GT,0,0,0
Penelope pileata_1889.6.1.236,Cracidae,GALLIFORMES,100,1889.6.1.236,NHMUK,F,38.9,16.9,10.2,10.4,84,340,26.1,313.9,7.7,371,1,DS,1,1,0
Penelope pileata_1889.6.1.236,Cracidae,GALLIFORMES,100,1889.6.1.236,NHMUK,F,39.1,17.2,9.5,10.8,84,315,NA,NA,NA,350,2,HM,1,1,0
Petrochelidon rufocollaris_1884.9.26.1,Hirundinidae,PASSERIFORMES,7699,1884.9.26.1,NHMUK,M,9,5.4,3.6,2.9,11.1,98,48,50,49,47,1,CS,1,0,0
Petrochelidon rufocollaris_1884.9.26.1,Hirundinidae,PASSERIFORMES,7699,1884.9.26.1,NHMUK,M,10.1,NA,NA,NA,11.1,101.1,49.2,51.9,48.7,45.5,2,APH2,0,0,0
Petrochelidon rufocollaris_1885.3.24.216,Hirundinidae,PASSERIFORMES,7699,1885.3.24.216,NHMUK,F,9,5.4,3.9,3.1,11.1,96,48.1,47.9,50.1,48,1,CS,1,0,0
Petrochelidon rufocollaris_1885.3.24.216,Hirundinidae,PASSERIFORMES,7699,1885.3.24.216,NHMUK,F,9.5,NA,NA,NA,11,101,49,52,48.5,45.2,2,APH2,0,0,0
Phacellodomus erythrophthalmus_1889.5.20.308,Furnariidae,PASSERIFORMES,5168,1889.5.20.308,NHMUK,U,18.8,12,3.8,5.1,22.6,64,5.4,58.6,8.4,72,1,HM,1,0,0
Phacellodomus erythrophthalmus_1889.5.20.308,Furnariidae,PASSERIFORMES,5168,1889.5.20.308,NHMUK,U,18.6,NA,3.8,5.3,21.4,67,NA,NA,NA,71,2,GT,0,0,0
Phaethornis hispidus_1887.3.22.125,Trochilidae,CAPRIMULGIFORMES,1233,1887.3.22.125,NHMUK,M,32.9,27.7,2.5,2.3,5.4,51,31.8,19.2,62.4,55,1,HM,1,0,0
Phaethornis hispidus_1887.3.22.125,Trochilidae,CAPRIMULGIFORMES,1233,1887.3.22.125,NHMUK,M,32.1,NA,2.2,2.3,5.7,52,NA,NA,NA,57,2,GT,0,0,0
Pharomachrus pavoninus_1888.8.20.301,Trogonidae,TROGONIFORMES,3234,1888.8.20.301,NHMUK,F,22.1,13.8,7.8,9.7,18.9,169,70,99,41.4,159,1,HM,1,0,0
Pharomachrus pavoninus_1888.8.20.301,Trogonidae,TROGONIFORMES,3234,1888.8.20.301,NHMUK,F,29.3,NA,NA,NA,14.7,183,69,114,37.7,159,2,TT,0,0,0
Pharomachrus pavoninus_1890.4.20.153,Trogonidae,TROGONIFORMES,3234,1890.4.20.153,NHMUK,M,22.9,12.9,8.3,10.5,16.8,179,74.9,104.1,41.8,126,1,HM,1,0,0
Pharomachrus pavoninus_1890.4.20.153,Trogonidae,TROGONIFORMES,3234,1890.4.20.153,NHMUK,M,27.2,NA,NA,NA,15.1,189,76,113,40.2,164,2,TT,0,0,0
Phedina borbonica_1866.7.21.8,Hirundinidae,PASSERIFORMES,7727,1866.7.21.8,NHMUK,M,11.7,6.4,3.8,3.2,13,109,53.4,55.6,49,62,1,CS,1,0,0
Phedina borbonica_1866.7.21.8,Hirundinidae,PASSERIFORMES,7727,1866.7.21.8,NHMUK,M,13.5,NA,NA,NA,12.7,110.8,53.8,57,48.6,53.9,2,APH2,0,0,0
Phedina borbonica_1866.7.21.9,Hirundinidae,PASSERIFORMES,7727,1866.7.21.9,NHMUK,F,11,6,3.7,2.8,12.1,110,57.3,52.7,52.1,58,1,CS,1,0,0
Phedina borbonica_1866.7.21.9,Hirundinidae,PASSERIFORMES,7727,1866.7.21.9,NHMUK,F,13.2,NA,NA,NA,12.8,113.2,59.4,53.8,52.5,49.7,2,APH2,0,0,0
Pheucticus ludovicianus_1885.12.14.163,Cardinalidae,PASSERIFORMES,10703,1885.12.14.163,NHMUK,F,23.4,15.5,10.9,17,23.2,107.5,24.1,83.4,22.4,79,1,NT,1,0,0
Pheucticus ludovicianus_1885.12.14.163,Cardinalidae,PASSERIFORMES,10703,1885.12.14.163,NHMUK,F,20.9,NA,NA,NA,24.8,109.7,22.3,87.4,20.3,76.3,2,APH2,0,0,0
Pheucticus ludovicianus_1885.12.14.188,Cardinalidae,PASSERIFORMES,10703,1885.12.14.188,NHMUK,F,19.4,11.3,8.7,11.8,19.7,99,27.5,71.5,27.8,68,1,HM,1,0,0
Pheucticus ludovicianus_1885.12.14.188,Cardinalidae,PASSERIFORMES,10703,1885.12.14.188,NHMUK,F,18.2,NA,NA,NA,19.3,111,26,85,23.4,71.5,2,TT,0,0,0
Phibalura flavirostris_1888.1.20.728,Cotingidae,PASSERIFORMES,5365,1888.1.20.728,NHMUK,U,12.8,9,6.2,5.8,18.5,96,30.6,65.4,31.9,103,1,HM,1,0,0
Phibalura flavirostris_1888.1.20.728,Cotingidae,PASSERIFORMES,5365,1888.1.20.728,NHMUK,U,13.2,NA,6.3,NA,19.2,101,NA,NA,NA,113,2,GT,0,0,0
Philemon albitorques_1880.11.18.99,Meliphagidae,PASSERIFORMES,6026,1880.11.18.99,NHMUK,F,47.6,27.2,7.8,12.4,44.5,184.5,39,145.5,21.1,133,2,CS,1,0,0
Philemon plumigenis_1881.5.1.4150,Meliphagidae,PASSERIFORMES,6022,1881.5.1.4150,NHMUK,M,45.5,25.5,6.2,10,41.6,156.5,31.2,125.3,19.9,129,1,NS,1,1,0
Philemon plumigenis_1881.5.1.4150,Meliphagidae,PASSERIFORMES,6022,1881.5.1.4150,NHMUK,M,46.4,26,6.5,9.1,40.3,154,30.5,123.5,19.8,133,2,CS,1,1,0
Philemon plumigenis_1910.12.28.300,Meliphagidae,PASSERIFORMES,6022,1910.12.28.300,NHMUK,M,44,24,6.5,9.5,40.8,152,30,122,19.7,123,1,NS,1,1,0
Philemon plumigenis_1910.12.28.300,Meliphagidae,PASSERIFORMES,6022,1910.12.28.300,NHMUK,M,44.2,25.2,6.1,9.5,38.6,150,29.8,120.2,19.9,123,2,CS,1,1,0
Philydor erythropterum_1889.5.20.354,Furnariidae,PASSERIFORMES,5101,1889.5.20.354,NHMUK,U,21.7,14.8,5.1,6.2,21,92,17,75,18.5,66,1,HM,1,0,0
Philydor erythropterum_1889.5.20.354,Furnariidae,PASSERIFORMES,5101,1889.5.20.354,NHMUK,U,21.9,NA,4.7,6.2,21.1,NA,NA,NA,NA,70,2,GT,0,0,0
Phoenicircus nigricollis_1869.5.25.66,Cotingidae,PASSERIFORMES,5360,1869.5.25.66,NHMUK,M,20.1,11.3,5.3,6.6,26.9,99,7.7,91.3,7.8,75,1,HM,1,0,0
Phoenicircus nigricollis_1869.5.25.66,Cotingidae,PASSERIFORMES,5360,1869.5.25.66,NHMUK,M,17.8,NA,5,6.5,26.9,105,NA,NA,NA,85,2,GT,0,0,0
Phyllomyias cinereiceps_1888.1.13.480,Tyrannidae,PASSERIFORMES,5659,1888.1.13.480,NHMUK,U,10.7,5,2.9,2.6,14.4,61,15.3,45.7,25.1,41.5,1,HM,1,0,0
Phyllomyias cinereiceps_1888.1.13.480,Tyrannidae,PASSERIFORMES,5659,1888.1.13.480,NHMUK,U,11.1,NA,3,2.9,15,65,NA,NA,NA,41,2,GT,0,0,0
Picoides kizuki_1805.12.21.201,Picidae,PICIFORMES,3943,1805.12.21.201,NHMUK,M,13.8,10.8,4.4,4.3,13.3,79,22.1,56.9,28,45,1,MNC,1,0,0
Picoides kizuki_1805.12.21.201,Picidae,PICIFORMES,3943,1805.12.21.201,NHMUK,M,15.1,NA,3.9,4.1,12.7,80,NA,NA,NA,55,2,GT,0,0,0
Picumnus albosquamatus_1846.9.9.167,Picidae,PICIFORMES,3775,1846.9.9.167,NHMUK,M,14.3,11.5,4.2,5.2,11.7,55,6.5,48.5,11.8,31,1,HM,1,0,0
Picumnus albosquamatus_1846.9.9.167,Picidae,PICIFORMES,3775,1846.9.9.167,NHMUK,M,13.6,NA,4.7,NA,12.8,55,NA,NA,NA,28,2,GT,0,0,0
Picumnus aurifrons_1889.2.26.32,Picidae,PICIFORMES,3760,1889.2.26.32,NHMUK,M,11.2,9.5,3.5,4.1,10.9,48,4.9,43.1,10.2,20,1,HM,1,0,0
Picumnus aurifrons_1889.2.26.32,Picidae,PICIFORMES,3760,1889.2.26.32,NHMUK,M,10.6,NA,3.6,4.1,12.2,49,NA,NA,NA,23,2,GT,0,0,0
Picumnus minutissimus_1889.2.26.41,Picidae,PICIFORMES,3768,1889.2.26.41,NHMUK,M,13.1,10.4,4.3,5.5,13.8,53,6.2,46.8,11.7,27,1,HM,1,0,0
Picumnus minutissimus_1889.2.26.41,Picidae,PICIFORMES,3768,1889.2.26.41,NHMUK,M,12.6,NA,4.2,5,13.6,52,NA,NA,NA,32,2,GT,0,0,0
Picumnus rufiventris_1888.8.5.2,Picidae,PICIFORMES,3777,1888.8.5.2,NHMUK,M,15.4,13.6,3.8,4.7,14.5,59,8.9,50.1,15.1,28,1,HM,1,0,0
Picumnus rufiventris_1888.8.5.2,Picidae,PICIFORMES,3777,1888.8.5.2,NHMUK,M,14.9,NA,4.4,5.2,14.4,59,NA,NA,NA,27,2,GT,0,0,0
Pionus chalcopterus_1891.4.1.51,Psittacidae,PSITTACIFORMES,4159,1891.4.1.51,NHMUK,M,32.5,26,14.9,25.8,15.8,191,57.1,133.9,29.9,78,1,TB,1,0,0
