FID	partition	Ecoregion	Kilometers
581	33_027_2	Snake_River_Plain	9.69
582	33_027_3	Snake_River_Plain	8.63
583	33_027_4	Northern_Basin_and_Range	9.21
584	33_027_5	Northern_Basin_and_Range	8.07
585	33_029_1	Columbia_Mountains/Northern_Rockies	9.13
586	33_029_2	Columbia_Mountains/Northern_Rockies	8.63
587	33_029_3	Columbia_Mountains/Northern_Rockies	8.05
588	33_029_4	Columbia_Mountains/Northern_Rockies	8.17
589	33_029_5	Columbia_Mountains/Northern_Rockies	7.65
590	33_211_1	Snake_River_Plain	8.35
591	33_211_2	Snake_River_Plain	7.17
592	33_211_3	Snake_River_Plain	7.57
593	33_211_4	Snake_River_Plain	7.71
594	33_211_5	Snake_River_Plain	7.91
595	33_214_1	Middle_Rockies	7.30
596	33_214_2	Middle_Rockies	7.61
597	33_214_3	Middle_Rockies	7.16
598	33_214_4	Middle_Rockies	8.06
599	33_214_5	Middle_Rockies	8.33
600	33_221_1	Snake_River_Plain	6.60
601	33_221_2	Snake_River_Plain	8.40
602	33_221_3	Snake_River_Plain	7.50
603	33_221_4	Snake_River_Plain	9.15
604	33_221_5	Snake_River_Plain	7.28
605	33_222_1	Snake_River_Plain	8.61
606	33_222_2	Snake_River_Plain	7.83
607	33_222_3	Snake_River_Plain	8.56
608	33_222_4	Middle_Rockies	8.52
609	33_222_5	Snake_River_Plain	7.47
610	33_225_1	Snake_River_Plain	7.94
611	33_225_2	Snake_River_Plain	7.52
612	33_225_3	Snake_River_Plain	8.33
613	33_225_4	Northern_Basin_and_Range	8.17
614	33_225_5	Snake_River_Plain	8.69
615	33_901_1	Snake_River_Plain	7.97
616	33_901_2	Snake_River_Plain	8.04
617	33_901_3	Snake_River_Plain	8.90
618	33_901_4	Snake_River_Plain	8.54
619	33_901_5	Snake_River_Plain	7.79
620	33_903_1	Middle_Rockies	8.49
621	33_903_2	Middle_Rockies	8.00
622	33_903_3	Middle_Rockies	7.05
623	33_903_4	Middle_Rockies	7.58
624	33_903_5	Middle_Rockies	6.25
625	33_904_1	Snake_River_Plain	7.81
626	33_904_2	Snake_River_Plain	7.81
627	33_904_3	Snake_River_Plain	7.82
628	33_904_4	Snake_River_Plain	7.74
629	33_904_5	Snake_River_Plain	7.85
630	34_002_5	Central_Corn_Belt_Plains	7.94
631	34_002_4	Central_Corn_Belt_Plains	7.72
632	34_002_3	Central_Corn_Belt_Plains	8.14
633	34_002_2	Central_Corn_Belt_Plains	7.97
634	34_002_1	Central_Corn_Belt_Plains	8.06
635	34_003_5	Central_Corn_Belt_Plains	7.79
636	34_003_4	Central_Corn_Belt_Plains	7.76
637	34_003_3	Central_Corn_Belt_Plains	7.72
638	34_003_2	Central_Corn_Belt_Plains	8.75
639	34_003_1	Central_Corn_Belt_Plains	8.57
640	34_012_1	Central_Corn_Belt_Plains	8.24
641	34_012_2	Central_Corn_Belt_Plains	8.17
642	34_012_3	Central_Corn_Belt_Plains	8.35
643	34_012_4	Central_Corn_Belt_Plains	8.06
644	34_012_5	Central_Corn_Belt_Plains	7.29
645	34_014_1	Central_Corn_Belt_Plains	7.89
646	34_014_2	Central_Corn_Belt_Plains	7.52
647	34_014_3	Central_Corn_Belt_Plains	7.64
648	34_014_4	Central_Corn_Belt_Plains	7.98
649	34_014_5	Central_Corn_Belt_Plains	7.53
650	34_020_1	Interior_River_Valleys_and_Hills	8.28
651	34_020_2	Interior_River_Valleys_and_Hills	7.88
652	34_020_3	Interior_River_Valleys_and_Hills	8.34
653	34_020_4	Interior_River_Valleys_and_Hills	8.33
654	34_020_5	Interior_River_Valleys_and_Hills	8.35
655	34_022_1	Interior_River_Valleys_and_Hills	8.60
656	34_022_2	Interior_River_Valleys_and_Hills	8.06
657	34_022_3	Interior_River_Valleys_and_Hills	8.11
658	34_022_4	Interior_River_Valleys_and_Hills	7.95
659	34_022_5	Interior_River_Valleys_and_Hills	8.04
660	34_024_5	Interior_River_Valleys_and_Hills	8.73
661	34_024_4	Interior_River_Valleys_and_Hills	8.24
662	34_024_3	Interior_River_Valleys_and_Hills	8.25
663	34_024_2	Interior_River_Valleys_and_Hills	9.02
664	34_024_1	Interior_River_Valleys_and_Hills	9.05
665	34_026_1	Central_Corn_Belt_Plains	8.16
666	34_026_2	Interior_River_Valleys_and_Hills	7.74
667	34_026_3	Central_Corn_Belt_Plains	9.05
668	34_026_4	Central_Corn_Belt_Plains	7.88
669	34_026_5	Central_Corn_Belt_Plains	7.86
670	34_027_5	Central_Corn_Belt_Plains	7.64
671	34_027_4	Central_Corn_Belt_Plains	7.36
672	34_027_3	Central_Corn_Belt_Plains	7.87
673	34_027_2	Central_Corn_Belt_Plains	7.65
674	34_027_1	Central_Corn_Belt_Plains	6.88
675	34_029_5	Central_Corn_Belt_Plains	7.33
676	34_029_4	Central_Corn_Belt_Plains	7.67
677	34_029_3	Central_Corn_Belt_Plains	7.77
678	34_029_2	Central_Corn_Belt_Plains	8.29
679	34_029_1	Central_Corn_Belt_Plains	8.29
680	34_030_1	Central_Corn_Belt_Plains	7.65
681	34_030_2	Central_Corn_Belt_Plains	8.25
682	34_030_3	Central_Corn_Belt_Plains	7.73
683	34_030_4	Central_Corn_Belt_Plains	7.77
684	34_030_5	Central_Corn_Belt_Plains	8.15
685	34_031_1	Central_Corn_Belt_Plains	7.83
686	34_031_2	Central_Corn_Belt_Plains	7.83
687	34_031_3	Central_Corn_Belt_Plains	8.22
688	34_031_4	Central_Corn_Belt_Plains	7.83
689	34_031_5	Central_Corn_Belt_Plains	7.83
690	34_032_1	Central_Corn_Belt_Plains	7.28
691	34_032_2	Central_Corn_Belt_Plains	6.85
692	34_032_3	Central_Corn_Belt_Plains	6.85
693	34_032_4	Central_Corn_Belt_Plains	8.90
694	34_032_5	Central_Corn_Belt_Plains	6.99
695	34_036_5	Interior_River_Valleys_and_Hills	8.81
696	34_036_4	Central_Corn_Belt_Plains	9.36
697	34_036_3	Interior_River_Valleys_and_Hills	8.05
698	34_036_2	Interior_River_Valleys_and_Hills	7.98
699	34_036_1	Interior_River_Valleys_and_Hills	9.08
700	34_038_5	Interior_River_Valleys_and_Hills	7.77
701	34_038_4	Interior_River_Valleys_and_Hills	8.95
702	34_038_3	Interior_River_Valleys_and_Hills	8.69
703	34_038_2	Interior_River_Valleys_and_Hills	9.41
704	34_038_1	Interior_River_Valleys_and_Hills	9.36
705	34_041_5	Central_Corn_Belt_Plains	8.20
706	34_041_4	Central_Corn_Belt_Plains	7.92
707	34_041_3	Central_Corn_Belt_Plains	7.92
708	34_041_2	Central_Corn_Belt_Plains	8.52
709	34_041_1	Central_Corn_Belt_Plains	8.01
710	34_042_5	Central_Corn_Belt_Plains	7.83
711	34_042_4	Central_Corn_Belt_Plains	7.84
712	34_042_3	Central_Corn_Belt_Plains	7.83
713	34_042_2	Central_Corn_Belt_Plains	8.53
714	34_042_1	Central_Corn_Belt_Plains	7.84
715	34_046_5	Interior_River_Valleys_and_Hills	8.43
716	34_046_4	Interior_River_Valleys_and_Hills	8.30
717	34_046_3	Interior_River_Valleys_and_Hills	7.30
718	34_046_2	Interior_River_Valleys_and_Hills	6.86
719	34_046_1	Central_Corn_Belt_Plains	7.31
720	34_051_5	Interior_River_Valleys_and_Hills	7.48
721	34_051_4	Interior_River_Valleys_and_Hills	7.58
722	34_051_3	Interior_River_Valleys_and_Hills	7.57
723	34_051_2	Interior_River_Valleys_and_Hills	7.57
724	34_051_1	Interior_River_Valleys_and_Hills	7.74
725	34_053_1	Interior_River_Valleys_and_Hills	7.70
726	34_053_2	Interior_River_Valleys_and_Hills	8.13
727	34_053_3	Interior_River_Valleys_and_Hills	7.91
728	34_053_4	Interior_River_Valleys_and_Hills	7.40
729	34_053_5	Interior_River_Valleys_and_Hills	8.13
730	34_057_1	Interior_River_Valleys_and_Hills	9.02
731	34_057_2	Interior_River_Valleys_and_Hills	8.87
732	34_057_3	Interior_River_Valleys_and_Hills	8.06
733	34_057_4	Interior_River_Valleys_and_Hills	9.28
734	34_057_5	Interior_River_Valleys_and_Hills	8.84
735	34_060_5	Interior_River_Valleys_and_Hills	8.17
736	34_060_4	Interior_River_Valleys_and_Hills	7.67
737	34_060_3	Interior_River_Valleys_and_Hills	7.81
738	34_060_2	Interior_River_Valleys_and_Hills	8.31
739	34_060_1	Interior_River_Valleys_and_Hills	7.51
740	34_061_1	Interior_Plateau	7.50
741	34_061_2	Interior_Plateau	8.02
742	34_061_3	Interior_Plateau	8.13
743	34_061_4	Interior_Plateau	7.55
744	34_061_5	Interior_Plateau	7.65
745	34_065_1	Central_Corn_Belt_Plains	7.82
746	34_065_2	Central_Corn_Belt_Plains	7.80
747	34_065_3	Central_Corn_Belt_Plains	7.35
748	34_065_4	Central_Corn_Belt_Plains	7.03
749	34_065_5	Central_Corn_Belt_Plains	8.05
750	34_066_1	Southeastern_Wisconsin_Till_Plains	8.13
751	34_066_2	Central_Corn_Belt_Plains	7.68
752	34_066_3	Central_Corn_Belt_Plains	8.27
753	34_066_4	Central_Corn_Belt_Plains	7.66
754	34_066_5	Central_Corn_Belt_Plains	8.06
755	34_067_1	Interior_River_Valleys_and_Hills	7.84
756	34_067_2	Central_Corn_Belt_Plains	7.81
757	34_067_3	Central_Corn_Belt_Plains	8.12
758	34_067_4	Interior_River_Valleys_and_Hills	7.86
759	34_067_5	Interior_River_Valleys_and_Hills	8.32
760	34_070_5	Interior_River_Valleys_and_Hills	8.37
761	34_070_4	Interior_River_Valleys_and_Hills	8.08
762	34_070_3	Interior_River_Valleys_and_Hills	7.82
763	34_070_2	Interior_River_Valleys_and_Hills	8.04
764	34_070_1	Interior_River_Valleys_and_Hills	7.95
765	34_071_5	Interior_River_Valleys_and_Hills	7.61
766	34_071_4	Interior_River_Valleys_and_Hills	7.41
767	34_071_3	Interior_River_Valleys_and_Hills	8.81
768	34_071_2	Interior_River_Valleys_and_Hills	7.78
769	34_071_1	Interior_River_Valleys_and_Hills	7.72
770	34_074_1	Interior_River_Valleys_and_Hills	8.35
771	34_074_2	Interior_River_Valleys_and_Hills	8.25
772	34_074_3	Interior_River_Valleys_and_Hills	8.04
773	34_074_4	Interior_River_Valleys_and_Hills	8.40
774	34_074_5	Interior_River_Valleys_and_Hills	7.57
775	34_075_5	Interior_River_Valleys_and_Hills	7.96
776	34_075_4	Interior_River_Valleys_and_Hills	7.98
777	34_075_3	Interior_River_Valleys_and_Hills	8.27
778	34_075_2	Interior_River_Valleys_and_Hills	8.32
779	34_075_1	Interior_River_Valleys_and_Hills	8.01
780	34_079_5	Interior_River_Valleys_and_Hills	8.18
781	34_079_4	Interior_River_Valleys_and_Hills	8.30
782	34_079_3	Interior_River_Valleys_and_Hills	8.27
783	34_079_2	Interior_River_Valleys_and_Hills	7.77
784	34_079_1	Interior_River_Valleys_and_Hills	8.12
785	35_005_5	Southern_Michigan/Northern_Indiana_Drift_Plains	8.00
786	35_005_4	Southern_Michigan/Northern_Indiana_Drift_Plains	8.26
787	35_005_3	Southern_Michigan/Northern_Indiana_Drift_Plains	7.72
788	35_005_2	Southern_Michigan/Northern_Indiana_Drift_Plains	7.85
789	35_005_1	Southern_Michigan/Northern_Indiana_Drift_Plains	8.04
790	35_009_1	Southern_Michigan/Northern_Indiana_Drift_Plains	8.37
791	35_009_2	Eastern_Corn_Belt_Plains	7.58
792	35_009_3	Southern_Michigan/Northern_Indiana_Drift_Plains	8.49
793	35_009_4	Eastern_Corn_Belt_Plains	7.25
794	35_009_5	Eastern_Corn_Belt_Plains	8.90
795	35_010_1	Central_Corn_Belt_Plains	8.17
796	35_010_2	Central_Corn_Belt_Plains	7.55
797	35_010_3	Central_Corn_Belt_Plains	7.56
798	35_010_4	Central_Corn_Belt_Plains	8.27
799	35_010_5	Central_Corn_Belt_Plains	7.94
800	35_011_1	Central_Corn_Belt_Plains	7.92
801	35_011_2	Central_Corn_Belt_Plains	7.88
802	35_011_3	Central_Corn_Belt_Plains	8.39
803	35_011_4	Central_Corn_Belt_Plains	8.40
804	35_011_5	Central_Corn_Belt_Plains	8.37
