FID	partition	Ecoregion	Kilometers
2334	72_016_5	North_Central_Appalachians	7.36
2335	72_021_5	North_Central_Appalachians	8.35
2336	72_021_4	Ridge_and_Valley	8.27
2337	72_021_3	Ridge_and_Valley	7.77
2338	72_021_2	North_Central_Appalachians	8.45
2339	72_021_1	Ridge_and_Valley	7.94
2340	72_025_1	Ridge_and_Valley	7.81
2341	72_025_2	Ridge_and_Valley	7.67
2342	72_025_3	Ridge_and_Valley	8.14
2343	72_025_4	North_Central_Appalachians	7.99
2344	72_025_5	North_Central_Appalachians	8.37
2345	72_029_1	North_Central_Appalachians	8.00
2346	72_029_2	North_Central_Appalachians	7.76
2347	72_029_3	North_Central_Appalachians	8.13
2348	72_029_4	North_Central_Appalachians	7.88
2349	72_029_5	North_Central_Appalachians	7.98
2350	72_033_1	Northern_Allegheny_Plateau	8.09
2351	72_033_2	Northern_Allegheny_Plateau	7.72
2352	72_033_3	Northern_Allegheny_Plateau	8.07
2353	72_033_4	Northern_Allegheny_Plateau	7.71
2354	72_033_5	Northern_Allegheny_Plateau	7.21
2355	72_034_1	North_Central_Appalachians	8.70
2356	72_034_2	North_Central_Appalachians	8.13
2357	72_034_3	North_Central_Appalachians	8.50
2358	72_034_4	North_Central_Appalachians	8.20
2359	72_034_5	North_Central_Appalachians	8.50
2360	72_035_1	Ridge_and_Valley	8.18
2361	72_035_2	Ridge_and_Valley	7.72
2362	72_035_3	Ridge_and_Valley	7.69
2363	72_035_4	Ridge_and_Valley	7.43
2364	72_035_5	Ridge_and_Valley	7.92
2365	72_036_5	Ridge_and_Valley	7.22
2366	72_036_4	Ridge_and_Valley	7.67
2367	72_036_3	Ridge_and_Valley	7.98
2368	72_036_2	Ridge_and_Valley	7.99
2369	72_036_1	Ridge_and_Valley	8.91
2370	72_043_1	Northern_Allegheny_Plateau	7.47
2371	72_043_2	Northern_Allegheny_Plateau	7.46
2372	72_043_3	Northern_Allegheny_Plateau	7.50
2373	72_043_4	Northern_Allegheny_Plateau	8.02
2374	72_043_5	Northern_Allegheny_Plateau	7.89
2375	72_050_1	Western_Allegheny_Plateau	8.58
2376	72_050_2	Western_Allegheny_Plateau	7.94
2377	72_050_3	Western_Allegheny_Plateau	7.99
2378	72_050_4	Western_Allegheny_Plateau	7.71
2379	72_050_5	Western_Allegheny_Plateau	7.98
2380	72_052_1	Western_Allegheny_Plateau	7.66
2381	72_052_2	Western_Allegheny_Plateau	7.73
2382	72_052_3	Western_Allegheny_Plateau	8.14
2383	72_052_4	Western_Allegheny_Plateau	8.03
2384	72_052_5	Western_Allegheny_Plateau	8.42
2385	72_053_1	Western_Allegheny_Plateau	7.74
2386	72_053_2	Western_Allegheny_Plateau	8.41
2387	72_053_3	Western_Allegheny_Plateau	7.83
2388	72_053_4	Western_Allegheny_Plateau	7.12
2389	72_053_5	Western_Allegheny_Plateau	7.85
2390	72_054_5	Western_Allegheny_Plateau	8.02
2391	72_054_4	Western_Allegheny_Plateau	8.01
2392	72_054_3	Western_Allegheny_Plateau	7.96
2393	72_054_2	Western_Allegheny_Plateau	7.92
2394	72_054_1	Western_Allegheny_Plateau	7.68
2395	72_057_1	Central_Appalachians	6.83
2396	72_057_2	Central_Appalachians	6.86
2397	72_057_3	Central_Appalachians	7.71
2398	72_057_4	Central_Appalachians	7.11
2399	72_057_5	Central_Appalachians	7.32
2400	72_060_1	Central_Appalachians	8.13
2401	72_060_2	Central_Appalachians	8.08
2402	72_060_3	Central_Appalachians	8.01
2403	72_060_4	Central_Appalachians	7.94
2404	72_060_5	Central_Appalachians	7.67
2405	72_061_5	Ridge_and_Valley	7.76
2406	72_061_4	Ridge_and_Valley	7.61
2407	72_061_3	Ridge_and_Valley	7.91
2408	72_061_2	Ridge_and_Valley	8.00
2409	72_061_1	Ridge_and_Valley	7.96
2410	72_064_1	Ridge_and_Valley	7.99
2411	72_064_2	Ridge_and_Valley	7.46
2412	72_064_3	Ridge_and_Valley	7.71
2413	72_064_4	Ridge_and_Valley	7.27
2414	72_064_5	Ridge_and_Valley	7.88
2415	72_072_1	Ridge_and_Valley	7.67
2416	72_072_2	Ridge_and_Valley	7.95
2417	72_072_3	Ridge_and_Valley	7.65
2418	72_072_4	Ridge_and_Valley	7.67
2419	72_072_5	Ridge_and_Valley	8.30
2420	72_083_1	Ridge_and_Valley	7.75
2421	72_083_2	Ridge_and_Valley	8.19
2422	72_083_3	Ridge_and_Valley	8.35
2423	72_083_4	Ridge_and_Valley	7.96
2424	72_083_5	Ridge_and_Valley	8.13
2425	72_084_1	Northern_Piedmont	7.47
2426	72_084_2	Northern_Piedmont	7.29
2427	72_084_3	Northern_Piedmont	7.43
2428	72_084_4	Northern_Piedmont	7.43
2429	72_084_5	Northern_Piedmont	7.46
2430	72_086_1	Ridge_and_Valley	7.93
2431	72_086_2	Ridge_and_Valley	7.95
2432	72_086_3	Ridge_and_Valley	8.17
2433	72_086_4	Ridge_and_Valley	7.43
2434	72_086_5	Ridge_and_Valley	7.86
2435	72_088_5	Western_Allegheny_Plateau	7.63
2436	72_088_4	Western_Allegheny_Plateau	7.78
2437	72_088_3	Western_Allegheny_Plateau	8.17
2438	72_088_2	Western_Allegheny_Plateau	7.65
2439	72_088_1	Western_Allegheny_Plateau	7.94
2440	72_090_5	Central_Appalachians	7.45
2441	72_090_4	Central_Appalachians	7.65
2442	72_090_3	Central_Appalachians	7.56
2443	72_090_2	Central_Appalachians	7.93
2444	72_090_1	Central_Appalachians	7.82
2445	72_091_5	Ridge_and_Valley	7.88
2446	72_091_4	Ridge_and_Valley	7.70
2447	72_091_3	Ridge_and_Valley	7.70
2448	72_091_2	Central_Appalachians	7.86
2449	72_091_1	Central_Appalachians	7.45
2450	72_126_5	North_Central_Appalachians	6.99
2451	72_126_4	North_Central_Appalachians	8.05
2452	72_126_3	North_Central_Appalachians	7.90
2453	72_126_2	North_Central_Appalachians	8.04
2454	72_126_1	North_Central_Appalachians	7.52
2455	72_132_5	North_Central_Appalachians	7.18
2456	72_132_4	North_Central_Appalachians	7.87
2457	72_132_3	North_Central_Appalachians	7.51
2458	72_132_2	North_Central_Appalachians	8.05
2459	72_132_1	North_Central_Appalachians	8.42
2460	72_151_5	Western_Allegheny_Plateau	4.64
2461	72_151_4	Western_Allegheny_Plateau	8.95
2462	72_151_3	Western_Allegheny_Plateau	8.33
2463	72_151_2	Western_Allegheny_Plateau	8.94
2464	72_151_1	Western_Allegheny_Plateau	8.53
2465	72_155_5	Central_Appalachians	4.45
2466	72_155_4	Central_Appalachians	8.43
2467	72_155_3	Central_Appalachians	8.22
2468	72_155_2	Central_Appalachians	8.31
2469	72_155_1	Central_Appalachians	8.52
2470	72_165_5	Ridge_and_Valley	7.93
2471	72_165_4	Ridge_and_Valley	7.92
2472	72_165_3	Ridge_and_Valley	7.83
2473	72_165_2	Ridge_and_Valley	7.79
2474	72_165_1	Ridge_and_Valley	7.53
2475	72_173_1	Ridge_and_Valley	7.68
2476	72_173_2	Ridge_and_Valley	8.13
2477	72_173_3	Ridge_and_Valley	8.04
2478	72_173_4	Ridge_and_Valley	8.09
2479	72_173_5	Ridge_and_Valley	8.19
2480	72_182_1	Northern_Piedmont	8.06
2481	72_182_2	Northern_Piedmont	8.26
2482	72_182_3	Northern_Piedmont	8.23
2483	72_182_4	Northern_Piedmont	8.21
2484	72_182_5	Northern_Piedmont	8.32
2485	72_192_5	Ridge_and_Valley	8.56
2486	72_192_4	Ridge_and_Valley	8.33
2487	72_192_3	Ridge_and_Valley	8.29
2488	72_192_2	Ridge_and_Valley	8.60
2489	72_192_1	Ridge_and_Valley	8.53
2490	72_194_1	Blue_Ridge	7.96
2491	72_194_2	Blue_Ridge	8.30
2492	72_194_3	Blue_Ridge	7.85
2493	72_194_4	Blue_Ridge	7.70
2494	72_194_5	Blue_Ridge	7.40
2495	72_195_5	Northern_Piedmont	8.16
2496	72_195_4	Northern_Piedmont	8.31
2497	72_195_3	Northern_Piedmont	7.99
2498	72_195_2	Northern_Piedmont	8.00
2499	72_195_1	Northern_Piedmont	8.03
2500	72_901_1	Northern_Allegheny_Plateau	7.81
2501	72_901_2	Northern_Allegheny_Plateau	7.99
2502	72_901_3	Northern_Allegheny_Plateau	7.94
2503	72_901_4	Northern_Allegheny_Plateau	8.29
2504	72_901_5	Northern_Allegheny_Plateau	7.78
2505	72_904_5	Ridge_and_Valley	7.35
2506	72_904_4	Ridge_and_Valley	7.56
2507	72_904_3	Ridge_and_Valley	7.37
2508	72_904_2	Ridge_and_Valley	7.48
2509	72_904_1	Ridge_and_Valley	7.75
2510	72_905_1	Ridge_and_Valley	7.31
2511	72_905_2	Ridge_and_Valley	7.38
2512	72_905_3	Ridge_and_Valley	7.88
2513	72_905_4	Ridge_and_Valley	7.68
2514	72_905_5	Ridge_and_Valley	7.46
2515	72_906_1	Ridge_and_Valley	7.60
2516	72_906_2	Ridge_and_Valley	7.88
2517	72_906_3	Ridge_and_Valley	7.74
2518	72_906_4	Ridge_and_Valley	7.85
2519	72_906_5	Ridge_and_Valley	7.51
2520	80_003_1	Middle_Atlantic_Coastal_Plain	8.15
2521	80_003_2	Middle_Atlantic_Coastal_Plain	7.80
2522	80_003_3	Middle_Atlantic_Coastal_Plain	8.47
2523	80_003_4	Middle_Atlantic_Coastal_Plain	8.57
2524	80_003_5	Middle_Atlantic_Coastal_Plain	8.19
2525	80_011_5	Southeastern_Plains	7.84
2526	80_011_4	Southeastern_Plains	7.90
2527	80_011_3	Southeastern_Plains	7.89
2528	80_011_2	Southeastern_Plains	7.79
2529	80_011_1	Southeastern_Plains	8.08
2530	80_018_1	Piedmont	8.11
2531	80_018_2	Piedmont	8.03
2532	80_018_3	Piedmont	8.28
2533	80_018_4	Piedmont	8.10
2534	80_018_5	Piedmont	8.35
2535	80_021_1	Piedmont	8.34
2536	80_021_2	Piedmont	8.21
2537	80_021_3	Piedmont	8.00
2538	80_021_4	Piedmont	8.04
2539	80_021_5	Piedmont	8.40
2540	80_900_5	Southeastern_Plains	7.66
2541	80_900_4	Southeastern_Plains	7.51
2542	80_900_3	Southeastern_Plains	7.53
2543	80_900_2	Southeastern_Plains	7.54
2544	80_900_1	Southeastern_Plains	7.45
2545	81_001_1	Aspen_Parkland/Northern_Glaciated_Plains	8.03
2546	81_001_2	Aspen_Parkland/Northern_Glaciated_Plains	8.51
2547	81_001_3	Aspen_Parkland/Northern_Glaciated_Plains	7.86
2548	81_001_4	Aspen_Parkland/Northern_Glaciated_Plains	8.03
2549	81_001_5	Aspen_Parkland/Northern_Glaciated_Plains	8.03
2550	81_003_1	Aspen_Parkland/Northern_Glaciated_Plains	7.68
2551	81_003_2	Aspen_Parkland/Northern_Glaciated_Plains	8.13
2552	81_003_3	Aspen_Parkland/Northern_Glaciated_Plains	8.35
2553	81_003_4	Aspen_Parkland/Northern_Glaciated_Plains	7.90
2554	81_003_5	Aspen_Parkland/Northern_Glaciated_Plains	8.13
2555	81_010_1	Aspen_Parkland/Northern_Glaciated_Plains	9.44
2556	81_010_2	Aspen_Parkland/Northern_Glaciated_Plains	9.52
2557	81_010_3	Aspen_Parkland/Northern_Glaciated_Plains	8.61
2558	81_010_4	Aspen_Parkland/Northern_Glaciated_Plains	6.85
2559	81_010_5	Aspen_Parkland/Northern_Glaciated_Plains	6.85
2560	81_018_5	Aspen_Parkland/Northern_Glaciated_Plains	9.87
2561	81_018_4	Aspen_Parkland/Northern_Glaciated_Plains	9.27
2562	81_018_3	Aspen_Parkland/Northern_Glaciated_Plains	6.88
2563	81_018_2	Aspen_Parkland/Northern_Glaciated_Plains	6.88
2564	81_018_1	Aspen_Parkland/Northern_Glaciated_Plains	7.37
2565	81_019_5	Aspen_Parkland/Northern_Glaciated_Plains	8.59
2566	81_019_4	Aspen_Parkland/Northern_Glaciated_Plains	8.64
2567	81_019_3	Aspen_Parkland/Northern_Glaciated_Plains	7.75
2568	81_019_2	Aspen_Parkland/Northern_Glaciated_Plains	8.32
2569	81_019_1	Aspen_Parkland/Northern_Glaciated_Plains	8.68
2570	81_023_5	Northwestern_Glaciated_Plains	9.12
2571	81_023_4	Northwestern_Glaciated_Plains	7.95
2572	81_023_3	Northwestern_Glaciated_Plains	9.31
2573	81_023_2	Northwestern_Glaciated_Plains	7.16
2574	81_023_1	Northwestern_Glaciated_Plains	6.73
2575	81_029_1	Middle_Rockies	7.99
2576	81_029_2	Middle_Rockies	7.22
2577	81_029_3	Middle_Rockies	7.41
2578	81_029_4	Middle_Rockies	7.53
2579	81_029_5	Middle_Rockies	7.67
2580	81_030_1	Northwestern_Great_Plains	8.87
2581	81_030_2	Northwestern_Great_Plains	8.76
2582	81_030_3	Northwestern_Great_Plains	7.94
2583	81_030_4	Northwestern_Great_Plains	7.89
2584	81_030_5	Northwestern_Great_Plains	8.35
2585	81_041_5	Northwestern_Great_Plains	7.38
2586	81_041_4	Northwestern_Great_Plains	8.27
2587	81_041_3	Northwestern_Great_Plains	8.43
2588	81_041_2	Northwestern_Great_Plains	8.43
2589	81_041_1	Northwestern_Great_Plains	8.43
2590	82_001_1	Mississippi_Alluvial_Plain	8.32
2591	82_001_2	Mississippi_Alluvial_Plain	7.99
2592	82_001_3	Mississippi_Alluvial_Plain	7.89
2593	82_001_4	Mississippi_Valley_Loess_Plains	7.78
2594	82_001_5	Mississippi_Valley_Loess_Plains	7.58
2595	82_006_5	Southeastern_Plains	7.51
2596	82_006_4	Southeastern_Plains	7.16
2597	82_006_3	Southeastern_Plains	7.14
2598	82_006_2	Southeastern_Plains	7.30
2599	82_006_1	Southeastern_Plains	7.49
2600	82_009_5	Southeastern_Plains	7.90
2601	82_009_4	Southeastern_Plains	7.83
2602	82_009_3	Southeastern_Plains	8.08
2603	82_009_2	Southeastern_Plains	8.08
2604	82_009_1	Southeastern_Plains	7.87
2605	82_010_1	Southeastern_Plains	7.88
2606	82_010_2	Southeastern_Plains	7.55
2607	82_010_3	Southeastern_Plains	8.35
2608	82_010_4	Southeastern_Plains	8.28
2609	82_010_5	Southeastern_Plains	7.69
2610	82_013_1	Interior_Plateau	8.03
2611	82_013_2	Interior_Plateau	7.81
2612	82_013_3	Interior_Plateau	7.21
2613	82_013_4	Interior_Plateau	7.17
2614	82_013_5	Interior_Plateau	7.47
2615	82_016_1	Interior_Plateau	7.78
2616	82_016_2	Interior_Plateau	8.36
2617	82_016_3	Interior_Plateau	7.85
2618	82_016_4	Interior_Plateau	7.78
2619	82_016_5	Interior_Plateau	7.66
2620	82_017_5	Interior_Plateau	7.85
2621	82_017_4	Interior_Plateau	7.59
2622	82_017_3	Interior_Plateau	7.49
2623	82_017_2	Interior_Plateau	8.02
2624	82_017_1	Interior_Plateau	7.36
2625	82_020_5	Interior_Plateau	8.27
2626	82_020_4	Interior_Plateau	8.66
2627	82_020_3	Interior_Plateau	8.43
2628	82_020_2	Interior_Plateau	8.10
2629	82_020_1	Interior_Plateau	8.34
2630	82_023_5	Interior_Plateau	7.83
2631	82_023_4	Interior_Plateau	7.72
2632	82_023_3	Interior_Plateau	7.73
2633	82_023_2	Interior_Plateau	7.65
2634	82_023_1	Interior_Plateau	7.75
2635	82_025_5	Interior_Plateau	7.92
2636	82_025_4	Interior_Plateau	7.63
2637	82_025_3	Interior_Plateau	7.87
2638	82_025_2	Interior_Plateau	7.70
2639	82_025_1	Interior_Plateau	7.71
2640	82_026_1	Interior_Plateau	7.50
2641	82_026_2	Interior_Plateau	6.82
2642	82_026_3	Interior_Plateau	7.13
2643	82_026_4	Interior_Plateau	6.97
2644	82_026_5	Interior_Plateau	7.24
2645	82_034_1	Southwestern_Appalachians	7.31
2646	82_034_2	Southwestern_Appalachians	7.29
2647	82_034_3	Central_Appalachians	7.66
2648	82_034_4	Southwestern_Appalachians	7.58
2649	82_034_5	Southwestern_Appalachians	7.27
2650	82_042_5	Blue_Ridge	7.81
2651	82_042_4	Blue_Ridge	7.54
2652	82_042_3	Blue_Ridge	7.54
2653	82_042_2	Blue_Ridge	7.67
2654	82_042_1	Blue_Ridge	7.82
2655	82_139_1	Blue_Ridge	7.58
2656	82_139_2	Blue_Ridge	7.64
2657	82_139_3	Blue_Ridge	7.82
2658	82_139_4	Blue_Ridge	8.37
2659	82_139_5	Ridge_and_Valley	8.21
2660	83_011_5	Western_Gulf_Coastal_Plain	7.94
2661	83_011_4	Western_Gulf_Coastal_Plain	7.99
2662	83_011_3	Western_Gulf_Coastal_Plain	7.96
2663	83_011_2	Western_Gulf_Coastal_Plain	8.12
2664	83_011_1	Western_Gulf_Coastal_Plain	8.20
2665	83_020_5	Western_Gulf_Coastal_Plain	7.97
2666	83_020_4	Western_Gulf_Coastal_Plain	7.61
2667	83_020_3	Western_Gulf_Coastal_Plain	7.54
2668	83_020_2	Western_Gulf_Coastal_Plain	7.59
2669	83_020_1	Western_Gulf_Coastal_Plain	7.52
2670	83_021_5	Western_Gulf_Coastal_Plain	7.76
2671	83_021_4	Western_Gulf_Coastal_Plain	7.16
2672	83_021_3	Western_Gulf_Coastal_Plain	7.07
2673	83_021_2	Western_Gulf_Coastal_Plain	7.06
2674	83_021_1	Western_Gulf_Coastal_Plain	7.06
2675	83_024_1	Western_Gulf_Coastal_Plain	7.69
2676	83_024_2	East_Central_Texas_Plains	7.79
2677	83_024_3	East_Central_Texas_Plains	8.12
2678	83_024_4	East_Central_Texas_Plains	7.74
2679	83_024_5	East_Central_Texas_Plains	7.89
2680	83_026_5	Texas_Blackland_Prairies	7.67
2681	83_026_4	Texas_Blackland_Prairies	7.59
2682	83_026_3	Texas_Blackland_Prairies	7.97
2683	83_026_2	Texas_Blackland_Prairies	8.02
2684	83_026_1	East_Central_Texas_Plains	7.91
2685	83_041_1	Edwards_Plateau	8.70
2686	83_041_2	Edwards_Plateau	8.81
2687	83_041_3	Edwards_Plateau	8.40
2688	83_041_4	Edwards_Plateau	8.76
2689	83_041_5	Edwards_Plateau	8.78
2690	83_042_1	Edwards_Plateau	8.48
2691	83_042_2	Edwards_Plateau	8.31
2692	83_042_3	Edwards_Plateau	8.62
2693	83_042_4	Edwards_Plateau	8.42
2694	83_042_5	Edwards_Plateau	7.89
2695	83_043_1	Edwards_Plateau	7.78
2696	83_043_2	Edwards_Plateau	8.28
2697	83_043_3	Edwards_Plateau	7.31
2698	83_043_4	Edwards_Plateau	7.89
2699	83_043_5	Edwards_Plateau	7.65
2700	83_045_1	South_Central_Plains	8.35
2701	83_045_2	South_Central_Plains	7.87
2702	83_045_3	South_Central_Plains	7.45
2703	83_045_4	South_Central_Plains	7.86
2704	83_045_5	South_Central_Plains	7.57
2705	83_054_1	Central_Great_Plains	7.68
2706	83_054_2	Central_Great_Plains	7.68
2707	83_054_3	Central_Great_Plains	7.45
2708	83_054_4	Central_Great_Plains	8.23
2709	83_054_5	Central_Great_Plains	8.23
2710	83_064_5	Cross_Timbers	7.74
2711	83_064_4	Cross_Timbers	7.90
2712	83_064_3	Cross_Timbers	8.05
2713	83_064_2	Cross_Timbers	8.18
2714	83_064_1	Cross_Timbers	7.82
2715	83_066_5	Cross_Timbers	7.94
2716	83_066_4	Cross_Timbers	7.41
2717	83_066_3	Cross_Timbers	7.37
2718	83_066_2	Cross_Timbers	7.51
2719	83_066_1	Cross_Timbers	7.34
2720	83_072_1	Texas_Blackland_Prairies	8.21
2721	83_072_2	Cross_Timbers	8.05
2722	83_072_3	Cross_Timbers	7.82
2723	83_072_4	Cross_Timbers	7.28
2724	83_072_5	East_Central_Texas_Plains	7.48
2725	83_074_1	Cross_Timbers	8.56
2726	83_074_2	Cross_Timbers	8.80
2727	83_074_3	Cross_Timbers	8.55
2728	83_074_4	Cross_Timbers	8.35
2729	83_074_5	Cross_Timbers	8.25
2730	83_075_1	Cross_Timbers	8.50
2731	83_075_2	Cross_Timbers	8.45
2732	83_075_3	Cross_Timbers	8.71
2733	83_075_4	Cross_Timbers	8.40
2734	83_075_5	Cross_Timbers	8.18
2735	83_081_1	Chihuahuan_Desert	8.42
2736	83_081_2	Chihuahuan_Desert	8.38
2737	83_081_3	Chihuahuan_Desert	8.34
2738	83_081_4	Chihuahuan_Desert	7.80
2739	83_081_5	Chihuahuan_Desert	8.28
2740	83_082_1	Chihuahuan_Desert	7.74
2741	83_082_2	Chihuahuan_Desert	7.58
2742	83_082_3	Chihuahuan_Desert	7.83
2743	83_082_4	Chihuahuan_Desert	7.52
2744	83_082_5	Chihuahuan_Desert	7.71
2745	83_092_1	High_Plains	7.98
2746	83_092_2	High_Plains	7.78
2747	83_092_3	High_Plains	8.15
2748	83_092_4	Southwestern_Tablelands	8.57
2749	83_092_5	Southwestern_Tablelands	8.43
2750	83_094_1	High_Plains	7.94
2751	83_094_2	High_Plains	7.66
2752	83_094_3	High_Plains	7.85
2753	83_094_4	High_Plains	8.17
2754	83_094_5	High_Plains	8.19
2755	83_097_1	High_Plains	8.08
2756	83_097_2	High_Plains	7.79
2757	83_097_3	High_Plains	8.35
2758	83_097_4	High_Plains	7.81
2759	83_097_5	High_Plains	7.79
2760	83_140_1	Edwards_Plateau	8.46
2761	83_140_2	Edwards_Plateau	9.02
2762	83_140_3	Edwards_Plateau	8.86
2763	83_140_4	Edwards_Plateau	8.97
2764	83_140_5	Edwards_Plateau	8.69
2765	83_273_1	Texas_Blackland_Prairies	8.24
2766	83_273_2	Texas_Blackland_Prairies	8.31
2767	83_273_3	Texas_Blackland_Prairies	8.75
2768	83_273_4	Texas_Blackland_Prairies	8.26
2769	83_273_5	Texas_Blackland_Prairies	8.35
2770	83_311_5	Western_Gulf_Coastal_Plain	8.66
2771	83_311_4	Western_Gulf_Coastal_Plain	8.16
2772	83_311_3	Western_Gulf_Coastal_Plain	8.41
2773	83_311_2	Western_Gulf_Coastal_Plain	8.38
2774	83_311_1	Western_Gulf_Coastal_Plain	7.98
2775	83_319_5	Chihuahuan_Desert	8.96
2776	83_319_4	Chihuahuan_Desert	8.46
2777	83_319_3	Chihuahuan_Desert	8.66
2778	83_319_2	Chihuahuan_Desert	8.44
2779	83_319_1	Chihuahuan_Desert	8.41
2780	83_323_1	East_Central_Texas_Plains	8.56
2781	83_323_2	East_Central_Texas_Plains	8.61
2782	83_323_3	East_Central_Texas_Plains	8.42
2783	83_323_4	East_Central_Texas_Plains	8.69
2784	83_323_5	East_Central_Texas_Plains	8.65
2785	83_326_5	Edwards_Plateau	7.39
2786	83_326_4	Edwards_Plateau	8.21
2787	83_326_3	Edwards_Plateau	7.78
2788	83_326_2	Edwards_Plateau	8.43
2789	83_326_1	Edwards_Plateau	8.06
2790	83_346_1	Chihuahuan_Desert	8.16
2791	83_346_2	Chihuahuan_Desert	7.86
2792	83_346_3	Chihuahuan_Desert	7.85
2793	83_346_4	Chihuahuan_Desert	7.31
2794	83_346_5	Chihuahuan_Desert	7.45
2795	83_351_5	Cross_Timbers	9.03
2796	83_351_4	Cross_Timbers	8.46
2797	83_351_3	Cross_Timbers	9.27
2798	83_351_2	Cross_Timbers	8.71
2799	83_351_1	Cross_Timbers	8.74
2800	83_363_5	Southwestern_Tablelands	7.54
2801	83_363_4	Southwestern_Tablelands	7.81
2802	83_363_3	Southwestern_Tablelands	8.46
2803	83_363_2	Southwestern_Tablelands	9.04
2804	83_363_1	Southwestern_Tablelands	8.08
2805	83_901_5	Western_Gulf_Coastal_Plain	8.63
2806	83_901_4	Western_Gulf_Coastal_Plain	8.70
2807	83_901_3	Western_Gulf_Coastal_Plain	8.68
2808	83_901_2	Western_Gulf_Coastal_Plain	8.51
2809	83_901_1	Western_Gulf_Coastal_Plain	8.76
2810	85_004_1	Central_Basin_and_Range	8.07
2811	85_004_2	Central_Basin_and_Range	7.40
2812	85_004_3	Central_Basin_and_Range	7.09
2813	85_004_4	Central_Basin_and_Range	8.14
2814	85_004_5	Central_Basin_and_Range	8.32
2815	85_011_5	Central_Basin_and_Range	8.19
2816	85_011_4	Central_Basin_and_Range	7.60
2817	85_011_3	Central_Basin_and_Range	7.66
2818	85_011_2	Central_Basin_and_Range	7.78
2819	85_011_1	Central_Basin_and_Range	7.01
2820	85_019_1	Central_Basin_and_Range	7.98
2821	85_019_2	Central_Basin_and_Range	8.21
2822	85_019_3	Central_Basin_and_Range	8.38
2823	85_019_4	Central_Basin_and_Range	8.75
2824	85_019_5	Central_Basin_and_Range	9.06
2825	85_020_1	Colorado_Plateaus	9.40
2826	85_020_2	Wasatch_and_Uinta_Mountains	8.68
2827	85_020_3	Wasatch_and_Uinta_Mountains	8.37
2828	85_020_4	Wasatch_and_Uinta_Mountains	8.24
2829	85_020_5	Wasatch_and_Uinta_Mountains	9.22
2830	85_104_5	Central_Basin_and_Range	7.84
2831	85_104_4	Central_Basin_and_Range	7.74
2832	85_104_3	Central_Basin_and_Range	8.54
2833	85_104_2	Central_Basin_and_Range	7.36
2834	85_104_1	Central_Basin_and_Range	8.30
2835	85_108_5	Colorado_Plateaus	7.58
2836	85_108_4	Colorado_Plateaus	7.93
2837	85_108_3	Colorado_Plateaus	8.13
2838	85_108_2	Colorado_Plateaus	8.06
2839	85_108_1	Colorado_Plateaus	8.13
2840	85_109_1	Central_Basin_and_Range	8.21
2841	85_109_2	Central_Basin_and_Range	7.76
2842	85_109_3	Central_Basin_and_Range	7.91
2843	85_109_4	Central_Basin_and_Range	8.14
2844	85_109_5	Central_Basin_and_Range	7.89
2845	85_112_1	Colorado_Plateaus	7.60
2846	85_112_2	Colorado_Plateaus	7.33
2847	85_112_3	Colorado_Plateaus	7.19
2848	85_112_4	Colorado_Plateaus	7.90
2849	85_112_5	Colorado_Plateaus	7.73
2850	85_119_5	Central_Basin_and_Range	8.96
2851	85_119_4	Central_Basin_and_Range	8.59
2852	85_119_3	Central_Basin_and_Range	7.74
2853	85_119_2	Central_Basin_and_Range	7.27
2854	85_119_1	Central_Basin_and_Range	7.29
2855	85_121_5	Colorado_Plateaus	7.96
2856	85_121_4	Colorado_Plateaus	7.85
2857	85_121_3	Colorado_Plateaus	7.25
2858	85_121_2	Colorado_Plateaus	7.13
2859	85_121_1	Colorado_Plateaus	7.21
2860	85_123_5	Colorado_Plateaus	6.82
2861	85_123_4	Colorado_Plateaus	7.57
2862	85_123_3	Colorado_Plateaus	7.56
2863	85_123_2	Colorado_Plateaus	7.82
2864	85_123_1	Colorado_Plateaus	7.81
2865	85_904_1	Wyoming_Basin	7.49
2866	85_904_2	Wyoming_Basin	7.07
2867	85_904_3	Wyoming_Basin	8.50
2868	85_904_4	Wyoming_Basin	7.53
2869	85_904_5	Wyoming_Basin	7.14
2870	87_007_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.56
2871	87_007_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.75
2872	87_007_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.83
2873	87_007_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.89
2874	87_007_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.20
2875	87_011_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.47
2876	87_011_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.89
2877	87_011_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.21
2878	87_011_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.16
2879	87_011_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.44
2880	87_014_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.12
2881	87_014_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.80
2882	87_014_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.90
2883	87_014_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.62
2884	87_014_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.89
